Dates,NORMAL(mm) ,ACTUAL(mm)
03-Mar-22,0,0.13
04-Mar-22,0,0
05-Mar-22,0,0.22
06-Mar-22,0,0.11
07-Mar-22,0,0
08-Mar-22,0,0
09-Mar-22,0,0
10-Mar-22,0,0
11-Mar-22,0,0
12-Mar-22,0,0
13-Mar-22,0,0
14-Mar-22,0,0
15-Mar-22,0,0
16-Mar-22,0,0
17-Mar-22,0,0
18-Mar-22,0,0
19-Mar-22,0,0
20-Mar-22,0,0.02
22-Mar-22,0,0.03
23-Mar-22,0,0
24-Mar-22,0,0.12
25-Mar-22,0,17.47
26-Mar-22,0,25.3
27-Mar-22,0,8.99
28-Mar-22,0,0
29-Mar-22,0,1.21
30-Mar-22,0,2.05
31-Mar-22,0,4.83
01-Apr-22,0,9.75
02-Apr-22,0,16.12
04-Apr-22,0,50.73
05-Apr-22,0,68.47
06-Apr-22,0,31.86
08-Apr-22,0,2.4
09-Apr-22,0,6.84
10-Apr-22,0,0.14
11-Apr-22,0,4.51
12-Apr-22,0,0
13-Apr-22,0,1.15
14-Apr-22,0,55.86
15-Apr-22,0,18.44
16-Apr-22,0,25.65
17-Apr-22,0,7.29
18-Apr-22,0,8.73
19-Apr-22,0,0.62
20-Apr-22,0,2.66
21-Apr-22,0,0.03
22-Apr-22,0,1.24
23-Apr-22,0,10.9
24-Apr-22,0,27.17
25-Apr-22,0,9.59
26-Apr-22,0,5.45
27-Apr-22,0,4.28
28-Apr-22,0,10.47
29-Apr-22,0,0
30-Apr-22,0,11.47
01-May-22,0,2.45
02-May-22,0,0
03-May-22,0,5.8
04-May-22,0,13.63
05-May-22,0,0.1
06-May-22,0,0
07-May-22,0,0
08-May-22,0,0.04
09-May-22,0,0
10-May-22,0,17.05
11-May-22,0,6.98
12-May-22,0,28.13
13-May-22,0,20.63
14-May-22,0,21.82
15-May-22,0,24.24
16-May-22,0,37.53
17-May-22,0,34.36
18-May-22,0,25.15
19-May-22,0,24.98
20-May-22,0,10.32
21-May-22,0,6.41
22-May-22,0,4.27
23-May-22,0,0.62
24-May-22,0,0
25-May-22,0,0.69
26-May-22,0,10.31
27-May-22,0,9.5
28-May-22,0,15.89
29-May-22,0,0.83
30-May-22,0,0.03
31-May-22,0,0.08
01-Jun-22,0,20.94
02-Jun-22,0,2.62
03-Jun-22,0,11.98
04-Jun-22,0,12.35
05-Jun-22,0,8.06
06-Jun-22,0,22.17
07-Jun-22,0,3.01
08-Jun-22,0,9.52
09-Jun-22,0,6.03
10-Jun-22,0,5.51
11-Jun-22,0,10.91
12-Jun-22,0,14.59
13-Jun-22,0,9.97
14-Jun-22,0,14.64
15-Jun-22,0,39.43
16-Jun-22,0,17.82
17-Jun-22,0,27.52
18-Jun-22,0,22.24
19-Jun-22,0,17.96
20-Jun-22,0,17.35
21-Jun-22,0,9.69
22-Jun-22,0,0.12
23-Jun-22,0,5.13
24-Jun-22,0,31.16
25-Jun-22,0,13.09
26-Jun-22,0,20.92
27-Jun-22,0,18.21
28-Jun-22,0,25.91
29-Jun-22,0,62.76
30-Jun-22,0,26.48
01-Jul-22,0,47.92
02-Jul-22,0,0.59
03-Jul-22,0,3.53
04-Jul-22,0,5.74
05-Jul-22,0,0.02
06-Jul-22,0,1.07
07-Jul-22,0,0.3
08-Jul-22,0,24.69
09-Jul-22,0,2.18
10-Jul-22,0,0.35
11-Jul-22,0,13.75
12-Jul-22,0,22.45
13-Jul-22,0,3.59
14-Jul-22,0,4.1
15-Jul-22,0,0
18-Jul-22,0,37.39
19-Jul-22,0,33.77
20-Jul-22,0,18.31
21-Jul-22,0,7.87
22-Jul-22,0,8.06
23-Jul-22,0,2.01
24-Jul-22,0,2.86
25-Jul-22,0,20.98
26-Jul-22,0,17.24
27-Jul-22,0,20.78
28-Jul-22,0,6.01
29-Jul-22,0,0.67
30-Jul-22,0,6.56
31-Jul-22,0,6.28
01-Aug-22,0,6.03
02-Aug-22,0,16.28
03-Aug-22,0,6.16
04-Aug-22,0,4.34
05-Aug-22,0,17.24
06-Aug-22,0,7.75
07-Aug-22,0,0.7
08-Aug-22,0,6.5
09-Aug-22,0,13.44
10-Aug-22,0,10.94
11-Aug-22,0,0.28
12-Aug-22,0,0
13-Aug-22,0,19.73
14-Aug-22,0,1.33
15-Aug-22,0,38.92
16-Aug-22,0,2.13
17-Aug-22,0,0.93
18-Aug-22,0,0
19-Aug-22,0,6.23
20-Aug-22,0,0.74
21-Aug-22,0,13.87
22-Aug-22,0,2.18
23-Aug-22,0,9.64
24-Aug-22,0,0.7
25-Aug-22,0,26.55
26-Aug-22,0,6.22
27-Aug-22,0,0.67
28-Aug-22,0,32.87
29-Aug-22,0,6.75
30-Aug-22,0,9.06
31-Aug-22,0,9.77
01-Sep-22,0,9.88
02-Sep-22,0,1.31
03-Sep-22,0,9.32
04-Sep-22,0,19.01
05-Sep-22,0,24.58
06-Sep-22,0,3.23
07-Sep-22,0,1.17
08-Sep-22,0,1.57
09-Sep-22,0,0.07
10-Sep-22,0,0.28
11-Sep-22,0,0.98
12-Sep-22,0,4.5
13-Sep-22,0,12.17
14-Sep-22,0,1.23
15-Sep-22,0,3.01
16-Sep-22,0,17.36
17-Sep-22,0,1.98
18-Sep-22,0,0
19-Sep-22,0,0
20-Sep-22,0,24.94
21-Sep-22,0,3.92
22-Sep-22,0,22.72
23-Sep-22,0,1.97
24-Sep-22,0,14.5
25-Sep-22,0,9.74
26-Sep-22,0,3.38
27-Sep-22,0,1.36
28-Sep-22,0,1.73
29-Sep-22,0,0.69
30-Sep-22,0,0.56
01-Oct-22,0,0.05
02-Oct-22,0,0
03-Oct-22,0,0.05
04-Oct-22,0,1.32
05-Oct-22,0,26.24
06-Oct-22,0,7.96
07-Oct-22,0,26.88
08-Oct-22,0,8.16
09-Oct-22,0,24.5
10-Oct-22,0,17.62
11-Oct-22,0,25.16
12-Oct-22,0,7.27
13-Oct-22,0,8.13
14-Oct-22,0,14.71
15-Oct-22,0,3.22
16-Oct-22,0,0
17-Oct-22,0,0
18-Oct-22,0,1.32
19-Oct-22,0,0.06
20-Oct-22,0,0.23
21-Oct-22,0,0
22-Oct-22,0,0
23-Oct-22,0,0
24-Oct-22,0,0.34
25-Oct-22,0,27.28
26-Oct-22,0,15.03
27-Oct-22,0,3.88
28-Oct-22,0,0.04
29-Oct-22,0,0
30-Oct-22,0,0
31-Oct-22,0,0
01-Nov-22,0,0
02-Nov-22,0,0
03-Nov-22,0,0
04-Nov-22,0,0
05-Nov-22,0,0
06-Nov-22,0,0
07-Nov-22,0,0.05
08-Nov-22,0,0
09-Nov-22,0,0
10-Nov-22,0,0
11-Nov-22,0,0
12-Nov-22,0,0
13-Nov-22,0,0.24
14-Nov-22,0,0
15-Nov-22,0,0
16-Nov-22,0,0
17-Nov-22,0,0
18-Nov-22,0,0.4
19-Nov-22,0,0
20-Nov-22,0,0
21-Nov-22,0,0
22-Nov-22,0,0
23-Nov-22,0,0
24-Nov-22,0,0
25-Nov-22,0,0
26-Nov-22,0,0
27-Nov-22,0,0
28-Nov-22,0,0
29-Nov-22,0,0
30-Nov-22,0,0
01-Dec-22,0,0
02-Dec-22,0,0
03-Dec-22,0,0
04-Dec-22,0,0
05-Dec-22,0,0
06-Dec-22,0,0
07-Dec-22,0,0
08-Dec-22,0,0
09-Dec-22,0,0
10-Dec-22,0,0
11-Dec-22,0,0
12-Dec-22,0,0
13-Dec-22,0,0
14-Dec-22,0,0
15-Dec-22,0,0
16-Dec-22,0,0.39
17-Dec-22,0,0.08
18-Dec-22,0,0
19-Dec-22,0,0
20-Dec-22,0,0
21-Dec-22,0,0.04
22-Dec-22,0,0
23-Dec-22,0,0
24-Dec-22,0,0
25-Dec-22,0,2.39
26-Dec-22,0,3.52
27-Dec-22,0,11.22
28-Dec-22,0,4.55
29-Dec-22,0,0.02
30-Dec-22,0,0
31-Dec-22,0,0.43
01-Jan-23,0,0.04
02-Jan-23,0,0
03-Jan-23,0,0
04-Jan-23,0,0
05-Jan-23,0,0
06-Jan-23,0,0
07-Jan-23,0,0
08-Jan-23,0,0
09-Jan-23,0,0
10-Jan-23,0,0
11-Jan-23,0,0
12-Jan-23,0,0
13-Jan-23,0,0.38
14-Jan-23,0,2.17
15-Jan-23,0,2.39
16-Jan-23,0,0.1
18-Jan-23,0,0.3
19-Jan-23,0,0
20-Jan-23,0,0
21-Jan-23,0,0
22-Jan-23,0,0
23-Jan-23,0,0
24-Jan-23,0,0
25-Jan-23,0,0
26-Jan-23,0,0
27-Jan-23,0,0
28-Jan-23,0,0
29-Jan-23,0,0
30-Jan-23,0,0
31-Jan-23,0,0
01-Feb-23,0,0
02-Feb-23,0,0
03-Feb-23,0,0
04-Feb-23,0,0
05-Feb-23,0,0.04
06-Feb-23,0,0
07-Feb-23,0,8.26
08-Feb-23,0,5.53
09-Feb-23,0,1.09
10-Feb-23,0,0.17
11-Feb-23,0,0
12-Feb-23,0,0.97
13-Feb-23,0,7.43
14-Feb-23,0,0
15-Feb-23,0,0
16-Feb-23,0,4.22
17-Feb-23,0,0
18-Feb-23,0,0
19-Feb-23,0,0
20-Feb-23,0,0.88
21-Feb-23,0,2.89
22-Feb-23,0,20.8
23-Feb-23,0,27.19
24-Feb-23,0,12.76
25-Feb-23,0,0.6
26-Feb-23,0,0
27-Feb-23,0,0.38
28-Feb-23,0,6.8
01-Mar-23,0,0
02-Mar-23,0,0
03-Mar-23,0,0
04-Mar-23,0,0
05-Mar-23,0,0
06-Mar-23,0,2.76
07-Mar-23,0,3.68
08-Mar-23,0,0
09-Mar-23,0,0
10-Mar-23,0,0
11-Mar-23,0,0
12-Mar-23,0,0
13-Mar-23,0,0
14-Mar-23,0,0
15-Mar-23,0,3.75
16-Mar-23,0,17.36
17-Mar-23,0,0
18-Mar-23,0,2.76
19-Mar-23,0,0.56
20-Mar-23,0,11.45
21-Mar-23,0,11.64
22-Mar-23,0,10
23-Mar-23,0,29.55
24-Mar-23,0,8.91
25-Mar-23,0,0.23
26-Mar-23,0,3.87
27-Mar-23,0,12.27
28-Mar-23,0,14.56
29-Mar-23,0,4.2
30-Mar-23,0,2.96
31-Mar-23,0,0.05
01-Apr-23,0,0
02-Apr-23,0,23.6
03-Apr-23,0,39.17
04-Apr-23,0,6.67
05-Apr-23,0,11.64
06-Apr-23,0,1.29
07-Apr-23,0,0.88
08-Apr-23,0,0
09-Apr-23,0,0
10-Apr-23,0,0
11-Apr-23,0,0.18
12-Apr-23,0,0
13-Apr-23,0,0
14-Apr-23,0,0
15-Apr-23,0,0
16-Apr-23,0,0
17-Apr-23,0,1.6
18-Apr-23,0,0.38
19-Apr-23,0,3.28
20-Apr-23,0,20.69
21-Apr-23,0,16.27
22-Apr-23,0,2.7
23-Apr-23,0,7.89
24-Apr-23,0,17.76
25-Apr-23,0,0
26-Apr-23,0,3.05
27-Apr-23,0,0.26
28-Apr-23,0,4.58
29-Apr-23,0,1.23
30-Apr-23,0,6.4
01-May-23,0,1.78
02-May-23,0,2.54
03-May-23,0,11.83
04-May-23,0,6.24
05-May-23,0,4.66
06-May-23,0,16.56
07-May-23,0,8.79
08-May-23,0,7.99
09-May-23,0,1.24
10-May-23,0,5.56
11-May-23,0,0.4
12-May-23,0,2.75
13-May-23,0,0
14-May-23,0,0
15-May-23,0,4.05
16-May-23,0,17.95
17-May-23,0,18.2
18-May-23,0,5.54
19-May-23,0,5.43
20-May-23,0,16.38
21-May-23,0,32.44
22-May-23,0,10.7
23-May-23,0,0.53
24-May-23,0,1.66
25-May-23,0,1.85
26-May-23,0,21.72
27-May-23,0,10.45
28-May-23,0,0.74
29-May-23,0,0
30-May-23,0,0
31-May-23,0,0
01-Jun-23,0,0
02-Jun-23,0,11.22
03-Jun-23,0,0.81
04-Jun-23,0,0.04
05-Jun-23,0,0
06-Jun-23,0,0
07-Jun-23,0,0
08-Jun-23,0,0.05
09-Jun-23,0,0.02
10-Jun-23,0,12.4
11-Jun-23,0,20.83
12-Jun-23,0,25.95
14-Jun-23,0,10.26
15-Jun-23,0,26.78
16-Jun-23,0,42.97
17-Jun-23,0,29.44
18-Jun-23,0,19.35
19-Jun-23,0,10.2
20-Jun-23,0,8.94
21-Jun-23,0,30.33
22-Jun-23,0,28.47
23-Jun-23,0,15.23
24-Jun-23,0,0.28
25-Jun-23,0,0.52
26-Jun-23,0,1.17
27-Jun-23,0,12.89
28-Jun-23,0,38.48
29-Jun-23,0,17.06
30-Jun-23,0,21.94
01-Jul-23,0,13.59
02-Jul-23,0,16.69
03-Jul-23,0,17.13
04-Jul-23,0,13.74
05-Jul-23,0,3.16
06-Jul-23,0,19.38
07-Jul-23,0,28.86
08-Jul-23,0,14.05
09-Jul-23,0,16.25
10-Jul-23,0,4.55
11-Jul-23,0,10.94
12-Jul-23,0,14.7
13-Jul-23,0,29.96
14-Jul-23,0,23.63
15-Jul-23,0,5.23
16-Jul-23,0,22.05
17-Jul-23,0,19.37
18-Jul-23,0,0.03
19-Jul-23,0,0
20-Jul-23,0,0.01
21-Jul-23,0,9.88
22-Jul-23,0,4.83
23-Jul-23,0,22.65
24-Jul-23,0,6.19
25-Jul-23,0,9.04
26-Jul-23,0,6.94
27-Jul-23,0,27.26
28-Jul-23,0,35.61
29-Jul-23,0,54.43
30-Jul-23,0,1.71
31-Jul-23,0,6.56
01-Aug-23,0,0.33
02-Aug-23,0,0
03-Aug-23,0,44.31
04-Aug-23,0,10.43
05-Aug-23,0,18.44
06-Aug-23,0,5.16
07-Aug-23,0,9.91
08-Aug-23,0,15.79
09-Aug-23,0,39.8
10-Aug-23,0,14.37
11-Aug-23,0,9.07
12-Aug-23,0,48.44
13-Aug-23,0,11.51
14-Aug-23,0,0.05
15-Aug-23,0,4.01
16-Aug-23,0,6.38
17-Aug-23,0,0.4
18-Aug-23,0,2.13
19-Aug-23,0,16.05
20-Aug-23,0,17.86
21-Aug-23,0,24.03
22-Aug-23,0,33.05
23-Aug-23,0,17.1
24-Aug-23,0,0.29
25-Aug-23,0,8.92
26-Aug-23,0,9.82
27-Aug-23,0,11.86
28-Aug-23,0,20.19
29-Aug-23,0,5.9
30-Aug-23,0,0
31-Aug-23,0,0
01-Sep-23,0,1.23
02-Sep-23,0,0.18
03-Sep-23,0,0
04-Sep-23,0,0
05-Sep-23,0,0
06-Sep-23,0,0
07-Sep-23,0,0
08-Sep-23,0,0.18
09-Sep-23,0,4.06
10-Sep-23,0,1.3
11-Sep-23,0,8.06
12-Sep-23,0,0.73
13-Sep-23,0,0.02
14-Sep-23,0,0.02
15-Sep-23,0,0.96
16-Sep-23,0,5
17-Sep-23,0,0.92
18-Sep-23,0,0
19-Sep-23,0,0.02
20-Sep-23,0,72.79
21-Sep-23,0,13.89
22-Sep-23,0,26.79
23-Sep-23,0,17.33
24-Sep-23,0,20.17
25-Sep-23,0,7
26-Sep-23,0,0.02
27-Sep-23,0,0
28-Sep-23,0,0
29-Sep-23,0,0
30-Sep-23,0,0
01-Oct-23,0,0.07
02-Oct-23,0,0.28
03-Oct-23,0,39.48
04-Oct-23,0,26.41
05-Oct-23,0,8.71
06-Oct-23,0,14.99
07-Oct-23,0,5
08-Oct-23,0,16.13
09-Oct-23,0,15.72
10-Oct-23,0,4.3
11-Oct-23,0,0.14
12-Oct-23,0,3.28
13-Oct-23,0,0.94
14-Oct-23,0,0
15-Oct-23,0,0.18
16-Oct-23,0,0
17-Oct-23,0,0
18-Oct-23,0,0.13
19-Oct-23,0,0.81
20-Oct-23,0,0
21-Oct-23,0,0
22-Oct-23,0,0
23-Oct-23,0,0
24-Oct-23,0,0
25-Oct-23,0,0
26-Oct-23,0,0.51
27-Oct-23,0,0
28-Oct-23,0,0
29-Oct-23,0,0
30-Oct-23,0,0
31-Oct-23,0,0
01-Nov-23,0,0
02-Nov-23,0,0
03-Nov-23,0,0
04-Nov-23,0,0
05-Nov-23,0,0.68
06-Nov-23,0,0
07-Nov-23,0,0
08-Nov-23,0,0
09-Nov-23,0,0
10-Nov-23,0,0
11-Nov-23,0,0
12-Nov-23,0,0
13-Nov-23,0,0
14-Nov-23,0,0
15-Nov-23,0,0
16-Nov-23,0,0
17-Nov-23,0,0
18-Nov-23,0,10.74
19-Nov-23,0,0
20-Nov-23,0,0
21-Nov-23,0,0
22-Nov-23,0,0.01
23-Nov-23,0,0
24-Nov-23,0,0
25-Nov-23,0,0
26-Nov-23,0,0
27-Nov-23,0,0
28-Nov-23,0,0
29-Nov-23,0,0
30-Nov-23,0,0
01-Dec-23,0,0
02-Dec-23,0,0
03-Dec-23,0,0
04-Dec-23,0,0
05-Dec-23,0,0
06-Dec-23,0,0
07-Dec-23,0,0
08-Dec-23,0,4.59
09-Dec-23,0,6.22
10-Dec-23,0,1.05
11-Dec-23,0,0
12-Dec-23,0,0
13-Dec-23,0,0
14-Dec-23,0,3.65
15-Dec-23,0,0.21
16-Dec-23,0,0
17-Dec-23,0,0
18-Dec-23,0,0
19-Dec-23,0,0
20-Dec-23,0,0
21-Dec-23,0,0
22-Dec-23,0,0
23-Dec-23,0,0
24-Dec-23,0,0
25-Dec-23,0,0
26-Dec-23,0,0
27-Dec-23,0,0
28-Dec-23,0,0
29-Dec-23,0,0
30-Dec-23,0,0
31-Dec-23,0,0
01-Jan-24,0,0
02-Jan-24,0,0
03-Jan-24,0,0
04-Jan-24,0,0
05-Jan-24,0,0
06-Jan-24,0,0
07-Jan-24,0,0
08-Jan-24,0,0
09-Jan-24,0,0
10-Jan-24,0,0
11-Jan-24,0,0
12-Jan-24,0,0
13-Jan-24,0,0
14-Jan-24,0,0
15-Jan-24,0,0
16-Jan-24,0,0
17-Jan-24,0,1.88
18-Jan-24,0,0.26
19-Jan-24,0,1.15
20-Jan-24,0,0
21-Jan-24,0,0.07
22-Jan-24,0,0.02
23-Jan-24,0,0
24-Jan-24,0,0.66
25-Jan-24,0,0
26-Jan-24,0,0
27-Jan-24,0,1.75
28-Jan-24,0,0
29-Jan-24,0,0
30-Jan-24,0,0
31-Jan-24,0,0.25
01-Feb-24,0,3.22
02-Feb-24,0,3.86
03-Feb-24,0,14.14
04-Feb-24,0,0.49
05-Feb-24,0,0.96
06-Feb-24,0,7.32
07-Feb-24,0,3.95
08-Feb-24,0,0.65
09-Feb-24,0,0
10-Feb-24,0,0
11-Feb-24,0,0
12-Feb-24,0,0
13-Feb-24,0,0
14-Feb-24,0,0
15-Feb-24,0,0.86
16-Feb-24,0,3.61
17-Feb-24,0,0
18-Feb-24,0,1.91
19-Feb-24,0,1.52
20-Feb-24,0,0
21-Feb-24,0,7.58
22-Feb-24,0,10.28
23-Feb-24,0,8.88
24-Feb-24,0,2.01
25-Feb-24,0,1.36
26-Feb-24,0,0.16
27-Feb-24,0,0
28-Feb-24,0,0
29-Feb-24,0,3.11
01-Mar-24,0,0.02
02-Mar-24,0,0
03-Mar-24,0,0
04-Mar-24,0,1.53
05-Mar-24,0,2.65
06-Mar-24,0,1.72
07-Mar-24,0,0
08-Mar-24,0,0.01
09-Mar-24,0,0.02
10-Mar-24,0,0
11-Mar-24,0,0
12-Mar-24,0,0.15
13-Mar-24,0,0.91
14-Mar-24,0,3.28
15-Mar-24,0,11.84
16-Mar-24,0,0.05
17-Mar-24,0,0.03
18-Mar-24,0,0
19-Mar-24,0,0
20-Mar-24,0,0
