Dates,NORMAL(mm),ACTUAL(mm) 
31-Oct-21,0.6,0
01-Nov-21,0.9,0
02-Nov-21,0.6,0
03-Nov-21,0.4,0
04-Nov-21,0,0
05-Nov-21,0.1,0
06-Nov-21,0.2,0
07-Nov-21,0,0
08-Nov-21,0.9,0
09-Nov-21,1.4,0
10-Nov-21,1.2,0
11-Nov-21,3.1,0
12-Nov-21,0,0
13-Nov-21,0.5,0
14-Nov-21,0.1,0
15-Nov-21,0.1,0
16-Nov-21,0.6,0
17-Nov-21,0.1,0
18-Nov-21,0.5,0
19-Nov-21,0.5,0
20-Nov-21,0.8,0
21-Nov-21,0.1,0
22-Nov-21,0.1,0.06
23-Nov-21,0,1.14
24-Nov-21,0,0
25-Nov-21,0.6,0
26-Nov-21,0.1,0
27-Nov-21,2.1,0
28-Nov-21,0.1,0
29-Nov-21,0.5,0
30-Nov-21,0,0
01-Dec-21,1.1,0
02-Dec-21,3.7,0
03-Dec-21,0,0
04-Dec-21,0,0
05-Dec-21,0.4,0
06-Dec-21,0.1,0
07-Dec-21,0,0
08-Dec-21,0.3,0
09-Dec-21,0,0
10-Dec-21,0,0
11-Dec-21,2,0
12-Dec-21,0.3,0
13-Dec-21,0.1,0
14-Dec-21,0,0
15-Dec-21,0.2,0
16-Dec-21,0,0
17-Dec-21,0.1,0
18-Dec-21,0.2,0
19-Dec-21,0,0
20-Dec-21,0,0
21-Dec-21,0,0
22-Dec-21,0,0
23-Dec-21,0,0
24-Dec-21,0,0
25-Dec-21,0,0
26-Dec-21,0,0
27-Dec-21,0.9,0
28-Dec-21,0.2,0
29-Dec-21,0,0
30-Dec-21,0,0.05
31-Dec-21,0.3,0.04
01-Jan-22,0.2,0
02-Jan-22,0,0
03-Jan-22,0.8,0
04-Jan-22,0.1,0
05-Jan-22,0.1,0
06-Jan-22,0,0
07-Jan-22,0.3,0
08-Jan-22,0.5,0
09-Jan-22,0,0
10-Jan-22,0,0
11-Jan-22,0.1,0
12-Jan-22,0,0.21
13-Jan-22,0.3,24.46
14-Jan-22,0.1,0.11
15-Jan-22,0,0
16-Jan-22,0.9,0
17-Jan-22,0.6,0
18-Jan-22,1.3,0
19-Jan-22,1.2,0
20-Jan-22,0.2,0.01
21-Jan-22,0.4,0.29
22-Jan-22,0.2,3.02
23-Jan-22,0.2,0
24-Jan-22,0,0.03
25-Jan-22,0.5,0
26-Jan-22,0,0
27-Jan-22,0,0.38
28-Jan-22,0.1,0.08
29-Jan-22,0.3,0
30-Jan-22,0.5,0
31-Jan-22,1.1,0
01-Feb-22,0.2,0.17
02-Feb-22,1.4,4.22
03-Feb-22,0,0
04-Feb-22,0.1,0
05-Feb-22,0.1,24.2
06-Feb-22,0.5,9.51
07-Feb-22,0.3,0
08-Feb-22,0.5,0
09-Feb-22,0.6,0
10-Feb-22,0.1,0
11-Feb-22,1.1,0.83
12-Feb-22,0.2,0
13-Feb-22,0.3,0
14-Feb-22,0.1,0
16-Feb-22,3.5,0
17-Feb-22,1,0
18-Feb-22,0.2,0
19-Feb-22,0.3,0
20-Feb-22,0.1,0
21-Feb-22,1.7,7.87
22-Feb-22,0.8,0.27
23-Feb-22,2.2,0
24-Feb-22,0.2,0
25-Feb-22,0.6,0.12
26-Feb-22,0.7,3.71
27-Feb-22,1.8,0
28-Feb-22,1.5,0.05
01-Mar-22,0.9,0.4
02-Mar-22,1.9,0
03-Mar-22,1.4,0
04-Mar-22,0.9,0
05-Mar-22,0.3,0
06-Mar-22,0.1,0
07-Mar-22,0.1,0
08-Mar-22,1.3,0
09-Mar-22,0.9,0
10-Mar-22,0.1,0
11-Mar-22,0.2,0
12-Mar-22,0,0
13-Mar-22,2.5,0
14-Mar-22,0.7,0
15-Mar-22,0.4,0
16-Mar-22,1.3,0
17-Mar-22,2.1,0
18-Mar-22,1,0
19-Mar-22,3.2,0
20-Mar-22,6.1,0
22-Mar-22,2.6,0
23-Mar-22,1.6,0.14
24-Mar-22,2.8,0
25-Mar-22,2.4,0.62
26-Mar-22,1.3,5.72
27-Mar-22,7.6,15.19
28-Mar-22,1.7,0.59
29-Mar-22,1.3,1.11
30-Mar-22,1.1,3.69
31-Mar-22,5.5,3.87
01-Apr-22,4.3,18.65
02-Apr-22,2.8,16.99
04-Apr-22,2.2,33.53
05-Apr-22,7.1,24.2
06-Apr-22,3.2,2.66
08-Apr-22,2.9,0.82
09-Apr-22,6.1,4.87
10-Apr-22,7.5,11.45
11-Apr-22,2.9,25.44
12-Apr-22,4.6,1.42
13-Apr-22,3.3,21.42
14-Apr-22,3.9,21.63
15-Apr-22,5.5,13.83
16-Apr-22,7.9,12.6
17-Apr-22,13.6,1.88
18-Apr-22,8.1,30.94
19-Apr-22,7.3,0.48
20-Apr-22,5.5,1.13
21-Apr-22,11.8,2.58
22-Apr-22,5.7,0.04
23-Apr-22,6.6,14.07
24-Apr-22,7.8,4.65
25-Apr-22,6.1,0.36
26-Apr-22,5.2,3.69
27-Apr-22,9,7.23
28-Apr-22,13.4,4.9
29-Apr-22,12.5,0
30-Apr-22,9.5,9.84
01-May-22,9.6,0.58
02-May-22,11.1,4.15
03-May-22,13.7,2.54
04-May-22,13.8,0.05
05-May-22,5,0.18
06-May-22,15.2,0
07-May-22,13.6,0.14
08-May-22,15.2,0.21
09-May-22,10.2,0
10-May-22,10.9,1.3
11-May-22,17.8,2.65
12-May-22,12,1.89
13-May-22,9.8,30.83
14-May-22,12.7,50.52
15-May-22,6.9,71.68
16-May-22,6.6,70.09
17-May-22,13.7,58.34
18-May-22,12.5,73.5
19-May-22,13.3,10.85
20-May-22,13.5,39.29
21-May-22,12.4,13.88
22-May-22,20.5,1.04
23-May-22,10.9,1.4
24-May-22,8.1,0.24
25-May-22,9.6,0
26-May-22,12,0.34
27-May-22,7.5,0.49
28-May-22,12.5,0
29-May-22,11.2,0.09
30-May-22,11.6,2.12
31-May-22,5.1,14.16
01-Jun-22,7.2,11.06
02-Jun-22,5.3,2.3
03-Jun-22,11.6,5.11
04-Jun-22,11.3,25.42
05-Jun-22,4.5,36.38
06-Jun-22,10.7,32.55
07-Jun-22,15.7,15.55
08-Jun-22,18.3,16.05
09-Jun-22,13.8,31.28
10-Jun-22,13.1,8.66
11-Jun-22,16.7,5.24
12-Jun-22,8.8,17.98
13-Jun-22,9.3,25.01
14-Jun-22,11,100.78
15-Jun-22,10,170.79
16-Jun-22,7.9,155.14
17-Jun-22,15.3,168.62
18-Jun-22,20.4,59.45
19-Jun-22,16.2,80.04
20-Jun-22,12.8,25.19
21-Jun-22,15.6,0.53
22-Jun-22,14.1,0.85
23-Jun-22,10.6,0
24-Jun-22,13.3,0.14
25-Jun-22,13.8,10.64
26-Jun-22,9.3,8.29
27-Jun-22,13.5,1.47
28-Jun-22,9.1,27.59
29-Jun-22,10,19.96
30-Jun-22,7.4,29.11
01-Jul-22,11.4,10.37
02-Jul-22,21.6,2.42
03-Jul-22,24.9,0
04-Jul-22,14,1.7
05-Jul-22,13.8,0
06-Jul-22,17.4,15.65
07-Jul-22,7.7,0.03
08-Jul-22,27.4,1.43
09-Jul-22,14.5,5.32
10-Jul-22,8.3,0
11-Jul-22,7.5,16.25
12-Jul-22,8,2.02
13-Jul-22,9,1.2
14-Jul-22,10.5,1.82
15-Jul-22,21.2,0.24
18-Jul-22,12.9,2.76
19-Jul-22,14.1,4.15
20-Jul-22,10.5,2.05
21-Jul-22,16,37.85
22-Jul-22,16.7,8.84
23-Jul-22,9.9,0.09
24-Jul-22,11.7,9.83
25-Jul-22,17.6,5.87
26-Jul-22,16.7,12.53
27-Jul-22,20.7,0.8
28-Jul-22,16.5,31.01
29-Jul-22,9.9,8.54
30-Jul-22,7.1,6.69
31-Jul-22,8,25.84
01-Aug-22,7.5,48.65
02-Aug-22,4.8,5.55
03-Aug-22,15.6,9.34
04-Aug-22,4.2,8.87
05-Aug-22,4.2,17.08
06-Aug-22,6.5,4.45
07-Aug-22,3.9,4.46
08-Aug-22,3.4,11.41
09-Aug-22,6.2,0.02
10-Aug-22,6.4,9.59
11-Aug-22,5.6,7.04
12-Aug-22,6.5,0.04
13-Aug-22,3.4,0
14-Aug-22,11.3,7.09
15-Aug-22,10.7,3.15
16-Aug-22,7.8,0.54
17-Aug-22,3.6,0.54
18-Aug-22,5.3,0
19-Aug-22,4,0
20-Aug-22,5.6,10.48
21-Aug-22,18.3,0
22-Aug-22,21.1,0.27
23-Aug-22,12.2,4.33
24-Aug-22,10,1.76
25-Aug-22,7.7,0
26-Aug-22,5.1,0
27-Aug-22,12.5,0
28-Aug-22,7.5,3.52
29-Aug-22,1.5,0.54
30-Aug-22,3.3,0.65
31-Aug-22,3.4,15.28
01-Sep-22,2,8.7
02-Sep-22,2.3,12.34
03-Sep-22,5,11
04-Sep-22,9.8,11.6
05-Sep-22,6,6.29
06-Sep-22,8.8,1.17
07-Sep-22,13,0.15
08-Sep-22,8.9,16.66
09-Sep-22,10.3,0.29
10-Sep-22,14.9,0
11-Sep-22,19,0
12-Sep-22,15,5.84
13-Sep-22,10.4,40.86
14-Sep-22,11.1,6.67
15-Sep-22,12.4,2.98
16-Sep-22,12.6,3.13
17-Sep-22,13.5,0
18-Sep-22,7.1,0.45
19-Sep-22,8.8,1.38
20-Sep-22,4.4,4.3
21-Sep-22,9.8,0.2
22-Sep-22,8.5,0.65
23-Sep-22,6.3,7.17
24-Sep-22,1.6,2.67
25-Sep-22,5.9,5.73
26-Sep-22,5.9,0.09
27-Sep-22,6.4,0
28-Sep-22,4.7,0.09
29-Sep-22,7.3,0
30-Sep-22,6.3,0
01-Oct-22,2.4,0
02-Oct-22,6,0.11
03-Oct-22,7.8,15.03
04-Oct-22,9.2,3.27
05-Oct-22,8.9,0.12
06-Oct-22,3.8,0.57
07-Oct-22,2.6,0.84
08-Oct-22,6.8,8.29
09-Oct-22,6.3,23.32
10-Oct-22,9.6,7.46
11-Oct-22,5.8,39.42
12-Oct-22,3.6,22.05
13-Oct-22,1.8,26.58
14-Oct-22,2.5,0.29
15-Oct-22,1.6,0
16-Oct-22,2.5,0
17-Oct-22,1.3,0
18-Oct-22,0.5,0
19-Oct-22,0.3,0
20-Oct-22,1.8,0
21-Oct-22,3.5,0
22-Oct-22,5.9,0
23-Oct-22,3.7,0
24-Oct-22,0.9,0
25-Oct-22,3,64.87
26-Oct-22,2.1,15.62
27-Oct-22,0.9,2.2
28-Oct-22,0,0
29-Oct-22,0.4,0
30-Oct-22,0.4,0
31-Oct-22,0.6,0
01-Nov-22,0.9,0
02-Nov-22,0.6,0
03-Nov-22,0.4,0
04-Nov-22,0,0
05-Nov-22,0.1,0
06-Nov-22,0.2,0
07-Nov-22,0,0
08-Nov-22,0.9,0
09-Nov-22,1.4,0
10-Nov-22,1.2,0
11-Nov-22,3.1,0
12-Nov-22,0,0
13-Nov-22,0.5,0
14-Nov-22,0.1,0
15-Nov-22,0.1,0
16-Nov-22,0.6,0
17-Nov-22,0.1,0
18-Nov-22,0.5,0
19-Nov-22,0.5,0
20-Nov-22,0.8,0
21-Nov-22,0.1,0
22-Nov-22,0.1,0
23-Nov-22,0,0
24-Nov-22,0,0
25-Nov-22,0.6,0
26-Nov-22,0.1,0
27-Nov-22,2.1,0
28-Nov-22,0.1,0
29-Nov-22,0.5,0
30-Nov-22,0,0
01-Dec-22,1.1,0
02-Dec-22,3.7,0
03-Dec-22,0,0
04-Dec-22,0,0
05-Dec-22,0.4,0
06-Dec-22,0.1,0
07-Dec-22,0,0
08-Dec-22,0.3,0
09-Dec-22,0,0
10-Dec-22,0,0
11-Dec-22,2,0
12-Dec-22,0.3,0
13-Dec-22,0.1,0
14-Dec-22,0,0
15-Dec-22,0.2,0
16-Dec-22,0,0
17-Dec-22,0.1,0
18-Dec-22,0.2,0
19-Dec-22,0,0
20-Dec-22,0,0
21-Dec-22,0,0
22-Dec-22,0,0
23-Dec-22,0,0
24-Dec-22,0,0
25-Dec-22,0,0
26-Dec-22,0,0
27-Dec-22,0.9,0.43
28-Dec-22,0.2,0.13
29-Dec-22,0,0
30-Dec-22,0,0
31-Dec-22,0.3,0
01-Jan-23,0.2,0
02-Jan-23,0,0
03-Jan-23,0.8,0
04-Jan-23,0.1,0
05-Jan-23,0.1,0
06-Jan-23,0,0
07-Jan-23,0.3,0
08-Jan-23,0.5,0
09-Jan-23,0,0
10-Jan-23,0,0
11-Jan-23,0.1,0
12-Jan-23,0,0
13-Jan-23,0.3,0
14-Jan-23,0.1,0
15-Jan-23,0,0
16-Jan-23,0.9,0
18-Jan-23,1.3,0
19-Jan-23,1.2,0
20-Jan-23,0.2,0
21-Jan-23,0.4,0
22-Jan-23,0.2,0
23-Jan-23,0.2,0
24-Jan-23,0,0
25-Jan-23,0.5,0
26-Jan-23,0,0
27-Jan-23,0,0
28-Jan-23,0.1,0
29-Jan-23,0.3,0
30-Jan-23,0.5,0
31-Jan-23,1.1,0
01-Feb-23,0.2,0
02-Feb-23,1.4,0
03-Feb-23,0,0
04-Feb-23,0.1,0
05-Feb-23,0.1,0
06-Feb-23,0.5,0
07-Feb-23,0.3,0
08-Feb-23,0.5,0
09-Feb-23,0.6,0
10-Feb-23,0.1,0
11-Feb-23,1.1,0
12-Feb-23,0.2,0
13-Feb-23,0.3,0.01
14-Feb-23,0.1,0
15-Feb-23,2.6,0
16-Feb-23,3.5,0
17-Feb-23,1,0
18-Feb-23,0.2,0
19-Feb-23,0.3,0
20-Feb-23,0.1,0
21-Feb-23,1.7,0.13
22-Feb-23,0.8,2.36
23-Feb-23,2.2,8.7
24-Feb-23,0.2,0
25-Feb-23,0.6,0
26-Feb-23,0.7,0
27-Feb-23,1.8,0
28-Feb-23,1.5,0
01-Mar-23,0.9,0
02-Mar-23,1.9,0
03-Mar-23,1.4,0
04-Mar-23,0.9,0
05-Mar-23,0.3,0
06-Mar-23,0.1,2.86
07-Mar-23,0.1,0.04
08-Mar-23,1.3,0
09-Mar-23,0.9,0
10-Mar-23,0.1,0
11-Mar-23,0.2,0
12-Mar-23,0,0
13-Mar-23,2.5,0
14-Mar-23,0.7,0
15-Mar-23,0.4,3.2
16-Mar-23,1.3,17.34
17-Mar-23,2.1,0.01
18-Mar-23,1,6.6
19-Mar-23,3.2,1.48
20-Mar-23,6.1,16.36
21-Mar-23,1.4,12.03
22-Mar-23,2.6,13.9
23-Mar-23,1.6,12.67
24-Mar-23,2.8,1.25
25-Mar-23,2.4,0.27
26-Mar-23,1.3,2.26
27-Mar-23,7.6,3.5
28-Mar-23,1.7,0.27
29-Mar-23,1.3,0
30-Mar-23,1.1,0.39
31-Mar-23,5.5,0.08
01-Apr-23,4.3,14.99
02-Apr-23,2.8,11.35
03-Apr-23,3.1,14.41
04-Apr-23,2.2,6.58
05-Apr-23,7.1,9.01
06-Apr-23,3.2,0.19
07-Apr-23,2.8,0.19
08-Apr-23,2.9,0
09-Apr-23,6.1,0
10-Apr-23,7.5,0
11-Apr-23,2.9,0
12-Apr-23,4.6,0
13-Apr-23,3.3,0
14-Apr-23,3.9,0
15-Apr-23,5.5,0
16-Apr-23,7.9,0
17-Apr-23,13.6,0
18-Apr-23,8.1,0
19-Apr-23,7.3,9.5
20-Apr-23,5.5,22.22
21-Apr-23,11.8,8.27
22-Apr-23,5.7,49.41
23-Apr-23,6.6,2.83
24-Apr-23,7.8,9.47
25-Apr-23,6.1,0
26-Apr-23,5.2,0
27-Apr-23,9,8.7
28-Apr-23,13.4,6.87
29-Apr-23,12.5,8.91
30-Apr-23,9.5,2.6
01-May-23,9.6,7.23
02-May-23,11.1,0.05
03-May-23,13.7,6.42
04-May-23,13.8,17.56
05-May-23,5,0
06-May-23,15.2,0.05
07-May-23,13.6,0
08-May-23,15.2,9.45
09-May-23,10.2,0
10-May-23,10.9,0
11-May-23,17.8,0.09
12-May-23,12,0
13-May-23,9.8,0
14-May-23,12.7,0
15-May-23,6.9,0
16-May-23,6.6,10.34
17-May-23,13.7,47.8
18-May-23,12.5,5.73
19-May-23,13.3,1.85
20-May-23,13.5,0.61
21-May-23,12.4,3.2
22-May-23,20.5,3.7
23-May-23,10.9,0.01
24-May-23,8.1,0.57
25-May-23,9.6,3.18
26-May-23,12,19.13
27-May-23,7.5,11.8
28-May-23,12.5,3.33
29-May-23,11.2,0
30-May-23,11.6,0.18
31-May-23,5.1,0
01-Jun-23,7.2,0
02-Jun-23,5.3,0.59
03-Jun-23,11.6,0
04-Jun-23,11.3,3.95
05-Jun-23,4.5,0.19
06-Jun-23,10.7,0
07-Jun-23,15.7,0.03
08-Jun-23,18.3,0.05
09-Jun-23,13.8,1.78
10-Jun-23,13.1,24.79
11-Jun-23,16.7,62.68
12-Jun-23,8.8,1.18
14-Jun-23,11,19.78
15-Jun-23,10,70.2
16-Jun-23,7.9,58.88
17-Jun-23,15.3,45.6
18-Jun-23,20.4,71.32
19-Jun-23,16.2,93.36
20-Jun-23,12.8,20.85
21-Jun-23,15.6,101.89
22-Jun-23,14.1,58.37
23-Jun-23,10.6,3.9
24-Jun-23,13.3,0.07
25-Jun-23,13.8,0
26-Jun-23,9.3,0.65
27-Jun-23,13.5,14.32
28-Jun-23,9.1,8.42
29-Jun-23,10,1.61
30-Jun-23,7.4,4.53
01-Jul-23,11.4,31.98
02-Jul-23,21.6,12.8
03-Jul-23,24.9,29.75
04-Jul-23,14,1.37
05-Jul-23,13.8,1.84
06-Jul-23,17.4,11.78
07-Jul-23,7.7,2.57
08-Jul-23,27.4,1.1
09-Jul-23,14.5,0.31
10-Jul-23,8.3,0.59
11-Jul-23,7.5,4.61
12-Jul-23,8,14.94
13-Jul-23,9,12.55
14-Jul-23,10.5,10.15
15-Jul-23,21.2,1.45
16-Jul-23,22.9,0.34
17-Jul-23,9.2,16.13
18-Jul-23,12.9,0.26
19-Jul-23,14.1,0.05
20-Jul-23,10.5,0.04
21-Jul-23,16,27.18
22-Jul-23,16.7,6.27
23-Jul-23,9.9,8.92
24-Jul-23,11.7,2.85
25-Jul-23,17.6,0.42
26-Jul-23,16.7,2.84
27-Jul-23,20.7,1.64
28-Jul-23,16.5,1.4
29-Jul-23,9.9,6.14
30-Jul-23,7.1,31.63
31-Jul-23,8,0.1
01-Aug-23,7.5,0.03
02-Aug-23,4.8,5.71
03-Aug-23,15.6,15.85
04-Aug-23,4.2,48.43
05-Aug-23,4.2,3.8
06-Aug-23,6.5,2.94
07-Aug-23,3.9,12.74
08-Aug-23,3.4,3.56
09-Aug-23,6.2,30.34
10-Aug-23,6.4,0.29
11-Aug-23,5.6,1.36
12-Aug-23,6.5,5.03
13-Aug-23,3.4,79.84
14-Aug-23,11.3,7.26
15-Aug-23,10.7,0.71
16-Aug-23,7.8,1.21
17-Aug-23,3.6,0.12
18-Aug-23,5.3,2.37
19-Aug-23,4,0.66
20-Aug-23,5.6,2.02
21-Aug-23,18.3,0.84
22-Aug-23,21.1,25.07
23-Aug-23,12.2,84.2
24-Aug-23,10,4.02
25-Aug-23,7.7,7.79
26-Aug-23,5.1,12.16
27-Aug-23,12.5,56.44
28-Aug-23,7.5,68.74
29-Aug-23,1.5,5.5
30-Aug-23,3.3,0
31-Aug-23,3.4,0.02
01-Sep-23,2,0.02
02-Sep-23,2.3,2.08
03-Sep-23,5,0.05
04-Sep-23,9.8,0.1
05-Sep-23,6,0.02
06-Sep-23,8.8,0.07
07-Sep-23,13,1.49
08-Sep-23,8.9,11.24
09-Sep-23,10.3,2.39
10-Sep-23,14.9,0
11-Sep-23,19,16.04
12-Sep-23,15,4.01
13-Sep-23,10.4,1.11
14-Sep-23,11.1,5.81
15-Sep-23,12.4,0.26
16-Sep-23,12.6,0.09
17-Sep-23,13.5,0.06
18-Sep-23,7.1,0.15
19-Sep-23,8.8,0.84
20-Sep-23,4.4,22.96
21-Sep-23,9.8,41.85
22-Sep-23,8.5,33.15
23-Sep-23,6.3,0.25
24-Sep-23,1.6,1.07
25-Sep-23,5.9,1.28
26-Sep-23,5.9,0
27-Sep-23,6.4,0.85
28-Sep-23,4.7,0.07
29-Sep-23,7.3,0.09
30-Sep-23,6.3,0
01-Oct-23,2.4,9.91
02-Oct-23,6,0.53
03-Oct-23,7.8,28.41
04-Oct-23,9.2,19.99
05-Oct-23,8.9,17.11
06-Oct-23,3.8,14.62
07-Oct-23,2.6,4.12
08-Oct-23,6.8,3.04
09-Oct-23,6.3,5.99
10-Oct-23,9.6,4.83
11-Oct-23,5.8,0
12-Oct-23,3.6,3.74
13-Oct-23,1.8,13.08
14-Oct-23,2.5,0.05
15-Oct-23,1.6,0.89
16-Oct-23,2.5,0
17-Oct-23,1.3,0
18-Oct-23,0.5,0
19-Oct-23,0.3,0
20-Oct-23,1.8,0
21-Oct-23,3.5,0
22-Oct-23,5.9,0
23-Oct-23,3.7,0
24-Oct-23,0.9,0
25-Oct-23,3,0.08
26-Oct-23,2.1,0
27-Oct-23,0.9,0
28-Oct-23,0,0
29-Oct-23,0.4,0.07
30-Oct-23,0.4,0
31-Oct-23,0.6,0
01-Nov-23,0.9,0
02-Nov-23,0.6,0
03-Nov-23,0.4,0
04-Nov-23,0,0.07
05-Nov-23,0.1,0
06-Nov-23,0.2,0
07-Nov-23,0,0
08-Nov-23,0.9,0
09-Nov-23,1.4,0
10-Nov-23,1.2,0
11-Nov-23,3.1,0
12-Nov-23,0,0
13-Nov-23,0.5,0
14-Nov-23,0.1,0
15-Nov-23,0.1,0
16-Nov-23,0.6,0
17-Nov-23,0.1,0.05
18-Nov-23,0.5,0.03
19-Nov-23,0.5,0
20-Nov-23,0.8,0
21-Nov-23,0.1,0
22-Nov-23,0.1,0.94
23-Nov-23,0,0
24-Nov-23,0,0
25-Nov-23,0.6,0
26-Nov-23,0.1,0
27-Nov-23,2.1,0
28-Nov-23,0.1,0
29-Nov-23,0.5,0
30-Nov-23,0,0
01-Dec-23,1.1,0
02-Dec-23,3.7,0
03-Dec-23,0,0
04-Dec-23,0,0
05-Dec-23,0.4,0
06-Dec-23,0.1,0
07-Dec-23,0,0.23
08-Dec-23,0.3,2.35
09-Dec-23,0,0
10-Dec-23,0,0
11-Dec-23,2,0
12-Dec-23,0.3,0
13-Dec-23,0.1,0.02
14-Dec-23,0,0.15
15-Dec-23,0.2,0
16-Dec-23,0,0
17-Dec-23,0.1,0
18-Dec-23,0.2,0
19-Dec-23,0,0
20-Dec-23,0,0
21-Dec-23,0,0
22-Dec-23,0,0
23-Dec-23,0,0
24-Dec-23,0,0
25-Dec-23,0,0
26-Dec-23,0,0
27-Dec-23,0.9,0
28-Dec-23,0.2,0
29-Dec-23,0,0
30-Dec-23,0,0
31-Dec-23,0.3,0
01-Jan-24,0.2,0
02-Jan-24,0,0
03-Jan-24,0.8,0
04-Jan-24,0.1,0
05-Jan-24,0.1,0
06-Jan-24,0,0
07-Jan-24,0.3,0
08-Jan-24,0.5,0
09-Jan-24,0,0
10-Jan-24,0,0
11-Jan-24,0.1,0
12-Jan-24,0,0
13-Jan-24,0.3,0
14-Jan-24,0.1,0
15-Jan-24,0,0
16-Jan-24,0.9,0
17-Jan-24,0.6,0
18-Jan-24,1.3,0
19-Jan-24,1.2,0
20-Jan-24,0.2,0
21-Jan-24,0.4,0
22-Jan-24,0.2,0
23-Jan-24,0.2,0
24-Jan-24,0,0
25-Jan-24,0.5,1.55
26-Jan-24,0,0
27-Jan-24,0,0
28-Jan-24,0.1,0
29-Jan-24,0.3,0
30-Jan-24,0.5,0
31-Jan-24,1.1,0
01-Feb-24,0.2,0.08
02-Feb-24,1.4,0
03-Feb-24,0,3.86
04-Feb-24,0.1,0
05-Feb-24,0.1,0
06-Feb-24,0.5,0
07-Feb-24,0.3,0
08-Feb-24,0.5,0
09-Feb-24,0.6,0
10-Feb-24,0.1,0
11-Feb-24,1.1,0
12-Feb-24,0.2,0
13-Feb-24,0.3,0
14-Feb-24,0.1,0
15-Feb-24,2.6,0
16-Feb-24,3.5,0
17-Feb-24,1,0
18-Feb-24,0.2,0
19-Feb-24,0.3,0
20-Feb-24,0.1,0
21-Feb-24,1.7,0.16
22-Feb-24,0.8,1.18
23-Feb-24,2.2,1.49
24-Feb-24,0.2,0.37
25-Feb-24,0.6,0
26-Feb-24,0.7,0
27-Feb-24,1.8,0
28-Feb-24,1.5,0
29-Feb-24,0,0
01-Mar-24,0.9,0
02-Mar-24,1.9,0
03-Mar-24,1.4,0
04-Mar-24,0.9,0
05-Mar-24,0.3,0.45
06-Mar-24,0.1,0
07-Mar-24,0.1,0
08-Mar-24,1.3,0
09-Mar-24,0.9,0
10-Mar-24,0.1,0
11-Mar-24,0.2,0
12-Mar-24,0,0
13-Mar-24,2.5,0
14-Mar-24,0.7,0
15-Mar-24,0.4,0.22
16-Mar-24,1.3,0
17-Mar-24,2.1,0
18-Mar-24,1,0.05
19-Mar-24,3.2,0
20-Mar-24,6.1,5.6
