Dates,NORMAL(mm) ,ACTUAL(mm) 
24-Dec-21,0.3,0
25-Dec-21,0.7,0
26-Dec-21,0.6,0
27-Dec-21,0.4,0
28-Dec-21,0,0
29-Dec-21,0.8,7.42
30-Dec-21,0.7,2.73
31-Dec-21,0.1,0
01-Jan-22,0.3,0
02-Jan-22,0.9,0
03-Jan-22,0.1,0
04-Jan-22,0.6,0
05-Jan-22,0.4,0
06-Jan-22,0.9,0.09
07-Jan-22,0.3,11.55
08-Jan-22,0.4,0.71
09-Jan-22,0.3,0.06
10-Jan-22,0.7,0.01
11-Jan-22,0.3,0
12-Jan-22,0.1,0
13-Jan-22,0.1,1.78
14-Jan-22,0.2,0
15-Jan-22,0.4,0
16-Jan-22,0.8,0
17-Jan-22,0.8,0
18-Jan-22,0.8,0
19-Jan-22,0.8,0
20-Jan-22,0.5,0
21-Jan-22,1.3,0
22-Jan-22,0.8,0
23-Jan-22,0.1,0.06
24-Jan-22,0.1,13.86
25-Jan-22,0.7,1.01
26-Jan-22,0.9,0
27-Jan-22,0.9,0
28-Jan-22,0.3,0
29-Jan-22,1.3,0
30-Jan-22,0.2,0
31-Jan-22,0.5,0
01-Feb-22,0.4,0
02-Feb-22,0.3,0
03-Feb-22,0.3,0
04-Feb-22,0.6,4.34
05-Feb-22,1,10.22
06-Feb-22,1.3,0
07-Feb-22,0,0
08-Feb-22,0.3,0
09-Feb-22,0.2,0
10-Feb-22,0.5,0
11-Feb-22,0.2,0
12-Feb-22,0,0
13-Feb-22,0.5,0
14-Feb-22,0.4,0
16-Feb-22,0.1,0
17-Feb-22,0.2,0
18-Feb-22,0.6,0
19-Feb-22,2.6,0
20-Feb-22,1.2,0
21-Feb-22,0.7,0
22-Feb-22,0.3,0
23-Feb-22,0.1,0
24-Feb-22,0.3,0
25-Feb-22,0.2,0.01
26-Feb-22,0.1,0
27-Feb-22,0.1,0
28-Feb-22,0.3,0
01-Mar-22,0.1,0
02-Mar-22,0.6,0
03-Mar-22,0.1,0
04-Mar-22,0,0
05-Mar-22,0.5,0
06-Mar-22,0.3,0
07-Mar-22,0.6,0
08-Mar-22,0.1,0
09-Mar-22,0.1,0
10-Mar-22,0.1,0
11-Mar-22,0.6,0
12-Mar-22,1,0
13-Mar-22,0.1,0
14-Mar-22,0,0
15-Mar-22,0.1,0
16-Mar-22,0.2,0
17-Mar-22,0,0
18-Mar-22,0.1,0
19-Mar-22,0.1,0
20-Mar-22,0.3,0
22-Mar-22,0.3,0
23-Mar-22,0.4,0
24-Mar-22,1.3,0
25-Mar-22,0.9,0
26-Mar-22,0.4,0
27-Mar-22,0.1,0
28-Mar-22,0,0
29-Mar-22,0.3,0
30-Mar-22,0.8,0
31-Mar-22,1.6,0
01-Apr-22,0.6,0
02-Apr-22,0,0
04-Apr-22,0.3,0
05-Apr-22,0,0
06-Apr-22,0.1,0
08-Apr-22,0,0
09-Apr-22,0,0
10-Apr-22,0.3,0
11-Apr-22,0.7,0
12-Apr-22,0.6,0
13-Apr-22,0.1,0
14-Apr-22,0.1,0
15-Apr-22,0.1,0
16-Apr-22,0.3,0
17-Apr-22,0.2,0
18-Apr-22,0.5,0
19-Apr-22,0.2,0
20-Apr-22,0.1,0
21-Apr-22,0.2,0
22-Apr-22,0.3,0
23-Apr-22,0.4,0
24-Apr-22,0.5,0
25-Apr-22,0.7,0
26-Apr-22,0.1,0
27-Apr-22,0.2,0
28-Apr-22,0,0
29-Apr-22,0.4,0
30-Apr-22,0.2,0
01-May-22,1,0
02-May-22,0.4,0
03-May-22,0.4,0
04-May-22,1.4,0
05-May-22,0.1,0.71
06-May-22,1,0
07-May-22,0.1,0
08-May-22,0.7,0.05
09-May-22,0.9,1.58
10-May-22,0.1,0
11-May-22,0.9,0
12-May-22,0.7,0.04
13-May-22,2.5,0.11
14-May-22,0.3,0
15-May-22,1.2,0
16-May-22,0.9,0
17-May-22,0,0
18-May-22,0.9,0
19-May-22,1,0
20-May-22,1.4,0
21-May-22,1.4,0
22-May-22,0.4,1.91
23-May-22,0.7,0
24-May-22,0.1,2.92
25-May-22,0.5,2.86
26-May-22,0.5,0
27-May-22,0.7,0
28-May-22,1.2,0
29-May-22,1.1,1.24
30-May-22,1.8,4.67
31-May-22,0.3,0
01-Jun-22,1.2,0
02-Jun-22,2.8,0.52
03-Jun-22,4.3,0
04-Jun-22,2.2,0
05-Jun-22,3.9,0
06-Jun-22,4.1,0
07-Jun-22,2,0
08-Jun-22,1.3,0
09-Jun-22,1.4,0
10-Jun-22,5.3,0
11-Jun-22,3.9,0
12-Jun-22,1.3,0
13-Jun-22,2.2,0
14-Jun-22,2.6,0
15-Jun-22,5,0
16-Jun-22,4.3,0.01
17-Jun-22,4.4,0.09
18-Jun-22,6.5,0
19-Jun-22,5.8,0
20-Jun-22,4.1,0.16
21-Jun-22,1.7,6.75
22-Jun-22,2.3,0.05
23-Jun-22,5.6,0.07
24-Jun-22,5.8,2.24
25-Jun-22,5,9.86
26-Jun-22,8.1,0
27-Jun-22,7.1,0.03
28-Jun-22,9.6,1.56
29-Jun-22,8.6,23.67
30-Jun-22,7.6,19.4
01-Jul-22,9.1,0.08
02-Jul-22,10.4,8.17
03-Jul-22,4.5,12.28
04-Jul-22,6.5,0.02
05-Jul-22,10.8,0
06-Jul-22,12.4,0
07-Jul-22,11.1,0
08-Jul-22,9.8,0
09-Jul-22,9.5,0.13
10-Jul-22,8.6,6.6
11-Jul-22,8.4,0
12-Jul-22,12.3,0.15
13-Jul-22,8.9,0
14-Jul-22,13.1,0
15-Jul-22,17.4,0.24
18-Jul-22,16.4,0
19-Jul-22,15.4,0
20-Jul-22,10.1,0.74
21-Jul-22,16.5,9.87
22-Jul-22,13.6,23.43
23-Jul-22,10.2,5.23
24-Jul-22,5,5.96
25-Jul-22,12.6,0.02
26-Jul-22,13.3,3.27
27-Jul-22,11.4,9.17
28-Jul-22,10,12.61
29-Jul-22,11.1,3.35
30-Jul-22,8.8,10.35
31-Jul-22,9,13.61
01-Aug-22,10,16.77
02-Aug-22,14.4,24.52
03-Aug-22,11.1,15.15
04-Aug-22,9,0.64
05-Aug-22,11,1.01
06-Aug-22,10,3.06
07-Aug-22,5.4,0.44
08-Aug-22,8.3,1.3
09-Aug-22,8.2,2.43
10-Aug-22,8.5,0
11-Aug-22,10.6,0
12-Aug-22,12.6,0.21
13-Aug-22,11,0
14-Aug-22,9.1,7.78
15-Aug-22,12.1,0.05
16-Aug-22,7.9,0.03
17-Aug-22,8.5,0
18-Aug-22,11.7,0
19-Aug-22,12.2,0
20-Aug-22,6,14.42
21-Aug-22,8.8,1.76
22-Aug-22,9.6,0.08
23-Aug-22,11.5,0.01
24-Aug-22,9.2,36.6
25-Aug-22,7,0.06
26-Aug-22,6.9,0.24
27-Aug-22,8.8,0
28-Aug-22,7,29.88
29-Aug-22,7.6,0.93
30-Aug-22,7.2,0.05
31-Aug-22,10.6,0.77
01-Sep-22,13.3,9.23
02-Sep-22,11,3.75
03-Sep-22,10.7,2.89
04-Sep-22,7,2.91
05-Sep-22,5.8,1.43
06-Sep-22,14.7,0
07-Sep-22,5,1.1
08-Sep-22,4.5,0.7
09-Sep-22,10.5,0
10-Sep-22,13.8,5.25
11-Sep-22,8.6,3.02
12-Sep-22,6.1,0.57
13-Sep-22,10.2,6.14
14-Sep-22,10.9,27.46
15-Sep-22,13.2,69.94
16-Sep-22,7.4,34.99
17-Sep-22,6.5,20.24
18-Sep-22,3.1,11.92
19-Sep-22,6.3,0.23
20-Sep-22,3.3,2.47
21-Sep-22,4.3,0.21
22-Sep-22,4.2,0.6
23-Sep-22,3.8,0.07
24-Sep-22,5.6,13.51
25-Sep-22,5.1,8.22
26-Sep-22,3.7,1.16
27-Sep-22,3.9,0
28-Sep-22,4,0.47
29-Sep-22,4.7,0
30-Sep-22,5.2,0
01-Oct-22,5.6,0
02-Oct-22,2.4,0
03-Oct-22,5.8,0
04-Oct-22,4.4,0.29
05-Oct-22,4.4,2.55
06-Oct-22,2.6,92.03
07-Oct-22,0.9,9.77
08-Oct-22,2.2,9.59
09-Oct-22,0.3,0.1
10-Oct-22,8,23.19
11-Oct-22,1.4,11.33
12-Oct-22,0.6,9.26
13-Oct-22,0.9,0
14-Oct-22,1.8,0
15-Oct-22,0.9,0
16-Oct-22,2.3,0
17-Oct-22,0.1,0
18-Oct-22,0.3,0
19-Oct-22,1.2,0
20-Oct-22,0.8,0
21-Oct-22,0.8,0
22-Oct-22,0.6,0
23-Oct-22,0.3,0
24-Oct-22,0,0
25-Oct-22,0,0
26-Oct-22,0.3,0
27-Oct-22,0.8,0
28-Oct-22,0,0
29-Oct-22,0.1,0
30-Oct-22,1.3,0
31-Oct-22,1.3,0
01-Nov-22,0.3,0
02-Nov-22,0.2,0
03-Nov-22,0,0
04-Nov-22,0.1,0
05-Nov-22,0,0
06-Nov-22,0,0
07-Nov-22,0,0
08-Nov-22,0,0
09-Nov-22,0,0
10-Nov-22,0.5,0
11-Nov-22,0.1,0
12-Nov-22,0,0
13-Nov-22,0,0
14-Nov-22,0,0
15-Nov-22,0.2,0
16-Nov-22,0,0
17-Nov-22,0.1,0
18-Nov-22,0,0
19-Nov-22,0,0
20-Nov-22,0,0
21-Nov-22,0,0
22-Nov-22,0,0
23-Nov-22,0,0
24-Nov-22,0,0
25-Nov-22,0,0
26-Nov-22,0,0
27-Nov-22,0,0
28-Nov-22,0,0
29-Nov-22,0,0
30-Nov-22,0,0
01-Dec-22,0.1,0
02-Dec-22,0.2,0
03-Dec-22,0.1,0
04-Dec-22,0.1,0
05-Dec-22,0,0
06-Dec-22,0.3,0
07-Dec-22,0,0
08-Dec-22,0,0
09-Dec-22,0,0
10-Dec-22,0.1,0
11-Dec-22,0.2,0
12-Dec-22,0,0
13-Dec-22,0.3,0
14-Dec-22,0.5,0
15-Dec-22,0,0
16-Dec-22,0.1,0
17-Dec-22,0.1,0
18-Dec-22,1.1,0
19-Dec-22,0.3,0
20-Dec-22,0,0
21-Dec-22,0,0
22-Dec-22,0,0
23-Dec-22,0.1,0
24-Dec-22,0.3,0.52
25-Dec-22,0.7,0
26-Dec-22,0.6,0
27-Dec-22,0.4,0
28-Dec-22,0,0
29-Dec-22,0.8,0
30-Dec-22,0.7,0
31-Dec-22,0.1,0
01-Jan-23,0.3,0
02-Jan-23,0.9,0
03-Jan-23,0.1,0
04-Jan-23,0.6,0
05-Jan-23,0.4,0
06-Jan-23,0.9,0
07-Jan-23,0.3,0
08-Jan-23,0.4,0
09-Jan-23,0.3,0
10-Jan-23,0.7,0
11-Jan-23,0.3,0
12-Jan-23,0.1,0
13-Jan-23,0.1,0
14-Jan-23,0.2,0
15-Jan-23,0.4,0
16-Jan-23,0.8,0
18-Jan-23,0.8,0
19-Jan-23,0.8,0
20-Jan-23,0.5,0
21-Jan-23,1.3,0.18
22-Jan-23,0.8,0
23-Jan-23,0.1,0.05
24-Jan-23,0.1,0
25-Jan-23,0.7,0
26-Jan-23,0.9,0.51
27-Jan-23,0.9,0
28-Jan-23,0.3,0
29-Jan-23,1.3,0
30-Jan-23,0.2,0
31-Jan-23,0.5,0
01-Feb-23,0.4,0
02-Feb-23,0.3,0
03-Feb-23,0.3,0
04-Feb-23,0.6,0
05-Feb-23,1,0
06-Feb-23,1.3,0
07-Feb-23,0,0
08-Feb-23,0.3,0
09-Feb-23,0.2,0
10-Feb-23,0.5,0
11-Feb-23,0.2,0
12-Feb-23,0,0
13-Feb-23,0.5,0
14-Feb-23,0.4,0
15-Feb-23,0.4,0
16-Feb-23,0.1,0
17-Feb-23,0.2,0
18-Feb-23,0.6,0
19-Feb-23,2.6,0
20-Feb-23,1.2,0
21-Feb-23,0.7,0
22-Feb-23,0.3,0
23-Feb-23,0.1,0
24-Feb-23,0.3,0
25-Feb-23,0.2,0
26-Feb-23,0.1,0
27-Feb-23,0.1,0
28-Feb-23,0.3,0
01-Mar-23,0.1,0
02-Mar-23,0.6,0
03-Mar-23,0.1,0
04-Mar-23,0,0
05-Mar-23,0.5,0
06-Mar-23,0.3,0
07-Mar-23,0.6,0
08-Mar-23,0.1,0
09-Mar-23,0.1,0
10-Mar-23,0.1,0
11-Mar-23,0.6,0
12-Mar-23,1,0
13-Mar-23,0.1,0
14-Mar-23,0,0
15-Mar-23,0.1,0
16-Mar-23,0.2,0
17-Mar-23,0,0.57
18-Mar-23,0.1,0.09
19-Mar-23,0.1,0
20-Mar-23,0.3,0.96
21-Mar-23,0,1.2
22-Mar-23,0.3,2.78
23-Mar-23,0.4,0
24-Mar-23,1.3,0
25-Mar-23,0.9,0
26-Mar-23,0.4,0
27-Mar-23,0.1,0
28-Mar-23,0,0
29-Mar-23,0.3,0
30-Mar-23,0.8,0
31-Mar-23,1.6,0.01
01-Apr-23,0.6,1.21
02-Apr-23,0,0.84
03-Apr-23,0,0
04-Apr-23,0.3,0
05-Apr-23,0,0
06-Apr-23,0.1,0
07-Apr-23,0,0
08-Apr-23,0,0
09-Apr-23,0,0
10-Apr-23,0.3,0
11-Apr-23,0.7,0
12-Apr-23,0.6,0
13-Apr-23,0.1,0
14-Apr-23,0.1,0
15-Apr-23,0.1,0
16-Apr-23,0.3,0
17-Apr-23,0.2,0
18-Apr-23,0.5,0
19-Apr-23,0.2,0
20-Apr-23,0.1,0
21-Apr-23,0.2,0
22-Apr-23,0.3,0
23-Apr-23,0.4,0
24-Apr-23,0.5,0.23
25-Apr-23,0.7,3.69
26-Apr-23,0.1,0
27-Apr-23,0.2,0
28-Apr-23,0,0
29-Apr-23,0.4,0
30-Apr-23,0.2,0
01-May-23,1,0.1
02-May-23,0.4,3.98
03-May-23,0.4,0
04-May-23,1.4,6.1
05-May-23,0.1,0
06-May-23,1,0
07-May-23,0.1,0
08-May-23,0.7,0
09-May-23,0.9,0
10-May-23,0.1,0
11-May-23,0.9,0
12-May-23,0.7,0
13-May-23,2.5,0
14-May-23,0.3,0
15-May-23,1.2,0
16-May-23,0.9,0
17-May-23,0,0
18-May-23,0.9,0
19-May-23,1,0
20-May-23,1.4,0
21-May-23,1.4,0
22-May-23,0.4,0
23-May-23,0.7,0.61
24-May-23,0.1,8.72
25-May-23,0.5,0
26-May-23,0.5,4.08
27-May-23,0.7,0.62
28-May-23,1.2,0.19
29-May-23,1.1,0
30-May-23,1.8,0.45
31-May-23,0.3,0
01-Jun-23,1.2,0
02-Jun-23,2.8,0
03-Jun-23,4.3,0
04-Jun-23,2.2,0
05-Jun-23,3.9,0
06-Jun-23,4.1,0
07-Jun-23,2,0
08-Jun-23,1.3,0
09-Jun-23,1.4,0
10-Jun-23,5.3,0
11-Jun-23,3.9,0
12-Jun-23,1.3,0
14-Jun-23,2.6,0
15-Jun-23,5,0
16-Jun-23,4.3,0
17-Jun-23,4.4,0
18-Jun-23,6.5,0
19-Jun-23,5.8,0
20-Jun-23,4.1,0
21-Jun-23,1.7,12.08
22-Jun-23,2.3,0.01
23-Jun-23,5.6,1.76
24-Jun-23,5.8,0
25-Jun-23,5,0.83
26-Jun-23,8.1,1.37
27-Jun-23,7.1,0
28-Jun-23,9.6,0.24
29-Jun-23,8.6,1.58
30-Jun-23,7.6,10.69
01-Jul-23,9.1,82.34
02-Jul-23,10.4,31.98
03-Jul-23,4.5,6.53
04-Jul-23,6.5,4.93
05-Jul-23,10.8,3.17
06-Jul-23,12.4,0
07-Jul-23,11.1,0
08-Jul-23,9.8,0.97
09-Jul-23,9.5,9.38
10-Jul-23,8.6,0.03
11-Jul-23,8.4,10.12
12-Jul-23,12.3,1.11
13-Jul-23,8.9,22.52
14-Jul-23,13.1,7.79
15-Jul-23,17.4,2.9
16-Jul-23,18.5,1.13
17-Jul-23,14.2,1.52
18-Jul-23,16.4,0.56
19-Jul-23,15.4,0
20-Jul-23,10.1,0.61
21-Jul-23,16.5,0
22-Jul-23,13.6,0
23-Jul-23,10.2,0
24-Jul-23,5,0
25-Jul-23,12.6,0.06
26-Jul-23,13.3,0
27-Jul-23,11.4,0.71
28-Jul-23,10,0.01
29-Jul-23,11.1,7.84
30-Jul-23,8.8,1.9
31-Jul-23,9,0.64
01-Aug-23,10,0.25
02-Aug-23,14.4,4.41
03-Aug-23,11.1,3.19
04-Aug-23,9,3.14
05-Aug-23,11,0.22
06-Aug-23,10,6.98
07-Aug-23,5.4,22.67
08-Aug-23,8.3,0.66
09-Aug-23,8.2,25.43
10-Aug-23,8.5,57.85
11-Aug-23,10.6,23.2
12-Aug-23,12.6,2.47
13-Aug-23,11,1.91
14-Aug-23,9.1,4.9
15-Aug-23,12.1,0
16-Aug-23,7.9,0
17-Aug-23,8.5,0.83
18-Aug-23,11.7,0.11
19-Aug-23,12.2,0.34
20-Aug-23,6,0
21-Aug-23,8.8,0
22-Aug-23,9.6,10.87
23-Aug-23,11.5,50.59
24-Aug-23,9.2,12.83
25-Aug-23,7,29.16
26-Aug-23,6.9,17.45
27-Aug-23,8.8,0.03
28-Aug-23,7,0
29-Aug-23,7.6,0
30-Aug-23,7.2,0.06
31-Aug-23,10.6,0
01-Sep-23,13.3,0.04
02-Sep-23,11,0.01
03-Sep-23,10.7,0
04-Sep-23,7,12.28
05-Sep-23,5.8,6.07
06-Sep-23,14.7,0.07
07-Sep-23,5,1.35
08-Sep-23,4.5,2.54
09-Sep-23,10.5,13.87
10-Sep-23,13.8,15.96
11-Sep-23,8.6,2.35
12-Sep-23,6.1,2.22
13-Sep-23,10.2,1.86
14-Sep-23,10.9,0
15-Sep-23,13.2,0
16-Sep-23,7.4,0.02
17-Sep-23,6.5,0.07
18-Sep-23,3.1,8.52
19-Sep-23,6.3,0
20-Sep-23,3.3,3.51
21-Sep-23,4.3,1.1
22-Sep-23,4.2,0.81
23-Sep-23,3.8,2.55
24-Sep-23,5.6,0.77
25-Sep-23,5.1,2.52
26-Sep-23,3.7,0
27-Sep-23,3.9,0
28-Sep-23,4,0.03
29-Sep-23,4.7,0
30-Sep-23,5.2,0
01-Oct-23,5.6,3.14
02-Oct-23,2.4,3.55
03-Oct-23,5.8,6.69
04-Oct-23,4.4,9.97
05-Oct-23,4.4,5.48
06-Oct-23,2.6,0.06
07-Oct-23,0.9,0.25
08-Oct-23,2.2,0
09-Oct-23,0.3,0
10-Oct-23,8,0
11-Oct-23,1.4,0
12-Oct-23,0.6,0
13-Oct-23,0.9,0
14-Oct-23,1.8,0
15-Oct-23,0.9,0
16-Oct-23,2.3,0
17-Oct-23,0.1,1.31
18-Oct-23,0.3,0
19-Oct-23,1.2,0
20-Oct-23,0.8,0
21-Oct-23,0.8,0
22-Oct-23,0.6,0
23-Oct-23,0.3,0
24-Oct-23,0,0
25-Oct-23,0,0
26-Oct-23,0.3,0
27-Oct-23,0.8,0
28-Oct-23,0,0
29-Oct-23,0.1,0
30-Oct-23,1.3,0
31-Oct-23,1.3,0
01-Nov-23,0.3,0
02-Nov-23,0.2,0
03-Nov-23,0,0
04-Nov-23,0.1,0
05-Nov-23,0,0
06-Nov-23,0,0
07-Nov-23,0,0
08-Nov-23,0,0
09-Nov-23,0,0
10-Nov-23,0.5,0
11-Nov-23,0.1,0.18
12-Nov-23,0,0
13-Nov-23,0,0
14-Nov-23,0,0
15-Nov-23,0.2,0
16-Nov-23,0,0
17-Nov-23,0.1,0
18-Nov-23,0,0
19-Nov-23,0,0
20-Nov-23,0,0
21-Nov-23,0,0
22-Nov-23,0,0
23-Nov-23,0,0
24-Nov-23,0,0
25-Nov-23,0,0
26-Nov-23,0,0
27-Nov-23,0,0
28-Nov-23,0,0
29-Nov-23,0,0
30-Nov-23,0,0
01-Dec-23,0.1,0.01
02-Dec-23,0.2,0
03-Dec-23,0.1,0
04-Dec-23,0.1,0
05-Dec-23,0,0.79
06-Dec-23,0.3,0
07-Dec-23,0,0.41
08-Dec-23,0,0.02
09-Dec-23,0,0
10-Dec-23,0.1,0
11-Dec-23,0.2,0
12-Dec-23,0,0
13-Dec-23,0.3,0
14-Dec-23,0.5,0
15-Dec-23,0,0
16-Dec-23,0.1,0
17-Dec-23,0.1,0
18-Dec-23,1.1,0
19-Dec-23,0.3,0
20-Dec-23,0,0
21-Dec-23,0,0
22-Dec-23,0,0
23-Dec-23,0.1,0
24-Dec-23,0.3,0
25-Dec-23,0.7,0
26-Dec-23,0.6,0
27-Dec-23,0.4,0
28-Dec-23,0,0
29-Dec-23,0.8,0
30-Dec-23,0.7,0
31-Dec-23,0.1,0
01-Jan-24,0.3,0
02-Jan-24,0.9,0
03-Jan-24,0.1,0
04-Jan-24,0.6,0
05-Jan-24,0.4,0
06-Jan-24,0.9,0.17
07-Jan-24,0.3,0
08-Jan-24,0.4,0
09-Jan-24,0.3,0
10-Jan-24,0.7,0
11-Jan-24,0.3,0
12-Jan-24,0.1,0
13-Jan-24,0.1,0
14-Jan-24,0.2,0
15-Jan-24,0.4,0
16-Jan-24,0.8,0
17-Jan-24,0.8,0
18-Jan-24,0.8,0
19-Jan-24,0.8,0
20-Jan-24,0.5,0
21-Jan-24,1.3,0
22-Jan-24,0.8,0
23-Jan-24,0.1,0
24-Jan-24,0.1,0
25-Jan-24,0.7,0
26-Jan-24,0.9,0
27-Jan-24,0.9,0
28-Jan-24,0.3,0
29-Jan-24,1.3,0
30-Jan-24,0.2,0
31-Jan-24,0.5,0
01-Feb-24,0.4,0
02-Feb-24,0.3,0.17
03-Feb-24,0.3,0
04-Feb-24,0.6,0
05-Feb-24,1,3.29
06-Feb-24,1.3,0.15
07-Feb-24,0,0
08-Feb-24,0.3,0
09-Feb-24,0.2,0
10-Feb-24,0.5,0
11-Feb-24,0.2,0
12-Feb-24,0,0
13-Feb-24,0.5,2.15
14-Feb-24,0.4,0.17
15-Feb-24,0.4,0
16-Feb-24,0.1,0
17-Feb-24,0.2,0
18-Feb-24,0.6,0
19-Feb-24,2.6,0
20-Feb-24,1.2,0
21-Feb-24,0.7,1.72
22-Feb-24,0.3,0
23-Feb-24,0.1,0.01
24-Feb-24,0.3,0
25-Feb-24,0.2,0
26-Feb-24,0.1,0
27-Feb-24,0.1,0
28-Feb-24,0.3,0
29-Feb-24,0,0
01-Mar-24,0.1,0
02-Mar-24,0.6,0
03-Mar-24,0.1,0.9
04-Mar-24,0,13.37
05-Mar-24,0.5,0
06-Mar-24,0.3,0
07-Mar-24,0.6,0
08-Mar-24,0.1,0
09-Mar-24,0.1,0
10-Mar-24,0.1,0
11-Mar-24,0.6,0
12-Mar-24,1,0
13-Mar-24,0.1,0
14-Mar-24,0,0
15-Mar-24,0.1,0
16-Mar-24,0.2,0
17-Mar-24,0,0
18-Mar-24,0.1,0
19-Mar-24,0.1,0
20-Mar-24,0.3,0
