Dates,NORMAL(mm) ,ACTUAL(mm) 
13-Jan-22,1,7.48
14-Jan-22,1.7,0.33
15-Jan-22,0.7,0
16-Jan-22,0.7,0
17-Jan-22,1.1,0
18-Jan-22,1.2,0
19-Jan-22,0.4,0
20-Jan-22,0.9,0.01
21-Jan-22,1.5,1.06
22-Jan-22,1.2,1.21
23-Jan-22,0.7,0.05
24-Jan-22,1.2,0.29
25-Jan-22,0.8,0.03
26-Jan-22,0.2,3.25
27-Jan-22,0.3,0.84
28-Jan-22,2.2,10.92
29-Jan-22,1.9,0
30-Jan-22,2.2,0
31-Jan-22,2,0
01-Feb-22,2.3,4.18
02-Feb-22,3.1,7.68
03-Feb-22,1,0.11
04-Feb-22,2.2,0
05-Feb-22,2.4,19.09
06-Feb-22,2.1,11.9
07-Feb-22,1.5,0
08-Feb-22,1.2,0.13
09-Feb-22,2.4,0
10-Feb-22,1.9,0.11
11-Feb-22,2,2.67
12-Feb-22,1.4,3.42
13-Feb-22,1.5,0
14-Feb-22,0.8,0
16-Feb-22,2.7,0
17-Feb-22,2.1,0.34
18-Feb-22,1.4,0.05
19-Feb-22,1.9,0
20-Feb-22,1.9,3.64
21-Feb-22,1,15.89
22-Feb-22,2.6,0.85
23-Feb-22,2.1,0
24-Feb-22,2.8,0
25-Feb-22,1.6,0.6
26-Feb-22,2,2.15
27-Feb-22,0.7,0.53
28-Feb-22,2.5,1.45
01-Mar-22,1.3,0.15
02-Mar-22,0.8,0
03-Mar-22,1.1,0.06
04-Mar-22,3.1,0
05-Mar-22,1.4,0.05
06-Mar-22,1.3,0.03
07-Mar-22,2.2,0
08-Mar-22,2.5,0
09-Mar-22,3.1,0
10-Mar-22,2.3,0
11-Mar-22,2.5,0
12-Mar-22,2.4,0
13-Mar-22,2.8,0
14-Mar-22,1.9,0
15-Mar-22,2.2,0
16-Mar-22,1.8,0
17-Mar-22,2,0
18-Mar-22,1.6,0
19-Mar-22,3.3,0
20-Mar-22,3.6,0
22-Mar-22,3.8,0
23-Mar-22,3.2,0
24-Mar-22,2.8,0.76
25-Mar-22,4.1,5.88
26-Mar-22,1.6,26.33
27-Mar-22,4.2,4.91
28-Mar-22,9.1,0
29-Mar-22,5.3,1.24
30-Mar-22,2.7,1.92
31-Mar-22,6.7,3.78
01-Apr-22,6,14
02-Apr-22,4.1,9.96
04-Apr-22,6.1,30.59
05-Apr-22,4.9,42.52
06-Apr-22,3.3,29.46
08-Apr-22,4.3,0.97
09-Apr-22,4.5,7.38
10-Apr-22,5.2,2.63
11-Apr-22,6.9,7.07
12-Apr-22,7.8,0
13-Apr-22,5.7,13.55
14-Apr-22,7.8,47.99
15-Apr-22,8.6,4.11
16-Apr-22,7.1,18.82
17-Apr-22,6.8,3.3
18-Apr-22,12.7,11.06
19-Apr-22,7,0.87
20-Apr-22,6.2,6.37
21-Apr-22,4,0.06
22-Apr-22,6.8,11.34
23-Apr-22,7.6,22.73
24-Apr-22,11.3,29.94
25-Apr-22,8.1,11.1
26-Apr-22,7.7,3.92
27-Apr-22,7.9,5.25
28-Apr-22,10,9.44
29-Apr-22,9.9,0.06
30-Apr-22,14.2,8.54
01-May-22,15.9,1.2
02-May-22,18.1,0
03-May-22,10.2,14.49
04-May-22,9.6,14.73
05-May-22,11.9,0
06-May-22,11.9,0
07-May-22,17.4,0
08-May-22,17.7,0.01
09-May-22,11.3,0
10-May-22,8.6,15.91
11-May-22,9.5,1.15
12-May-22,12.3,12.91
13-May-22,14.8,19.81
14-May-22,16.6,16.17
15-May-22,14.9,30.15
16-May-22,17.6,42.21
17-May-22,10.6,30.19
18-May-22,14.8,33.74
19-May-22,15.1,26.44
20-May-22,25.3,6.26
21-May-22,20.4,8.44
22-May-22,19.2,3.09
23-May-22,15.1,1.57
24-May-22,17.4,0
25-May-22,21.1,11.73
26-May-22,19.7,3.05
27-May-22,19.5,9.11
28-May-22,17.3,1.91
29-May-22,25.5,0.63
30-May-22,23.8,0.61
31-May-22,11.2,0
01-Jun-22,16,19.98
02-Jun-22,14.9,2.06
03-Jun-22,22.3,29.2
04-Jun-22,23,10.94
05-Jun-22,15.2,5.79
06-Jun-22,19.2,6.83
07-Jun-22,20.7,2.73
08-Jun-22,19.2,8.1
09-Jun-22,23,9.23
10-Jun-22,17.6,14.57
11-Jun-22,11.8,32.43
12-Jun-22,23,19.42
13-Jun-22,16.7,32.53
14-Jun-22,28.2,18.93
15-Jun-22,33.1,25.68
16-Jun-22,28.4,25.6
17-Jun-22,27.5,33.8
18-Jun-22,20.6,19.6
19-Jun-22,21.8,27.45
20-Jun-22,20.3,19.86
21-Jun-22,26,7.87
22-Jun-22,25,2.21
23-Jun-22,22.6,14.99
24-Jun-22,19.9,13.51
25-Jun-22,17.9,20.64
26-Jun-22,24.1,25.61
27-Jun-22,20.4,17.01
28-Jun-22,19.6,24.8
29-Jun-22,15.9,27.2
30-Jun-22,21.7,28.3
01-Jul-22,14.8,30.1
02-Jul-22,18.9,2.11
03-Jul-22,24.4,2.27
04-Jul-22,22,7.6
05-Jul-22,28.4,6.4
06-Jul-22,19.7,8.59
07-Jul-22,11.4,0.01
08-Jul-22,21.6,24.23
09-Jul-22,19.8,8.4
10-Jul-22,19.6,9.55
11-Jul-22,17.5,4.53
12-Jul-22,20.2,14.08
13-Jul-22,17.1,1.55
14-Jul-22,17.2,8.42
15-Jul-22,25.5,0
18-Jul-22,16.9,5.71
19-Jul-22,12.9,14.97
20-Jul-22,14.5,7.33
21-Jul-22,27.9,35.63
22-Jul-22,21.1,12.65
23-Jul-22,17.1,4.62
24-Jul-22,18.6,14.76
25-Jul-22,15.8,36.32
26-Jul-22,23,16.58
27-Jul-22,15.9,24.61
28-Jul-22,22.9,4.07
29-Jul-22,21.9,2.55
30-Jul-22,15.3,9.05
31-Jul-22,17.2,17.86
01-Aug-22,11.3,20.6
02-Aug-22,16.1,8.18
03-Aug-22,12.3,14.62
04-Aug-22,12.4,2.32
05-Aug-22,15.9,8.77
06-Aug-22,16.8,2.68
07-Aug-22,13.4,0.2
08-Aug-22,11.7,15.16
09-Aug-22,16.4,5.65
10-Aug-22,24.5,34.82
11-Aug-22,12.4,0.07
12-Aug-22,13,0.04
13-Aug-22,15.1,3.1
14-Aug-22,17.5,3.92
15-Aug-22,14.6,20.06
16-Aug-22,15.4,1.6
17-Aug-22,21.9,0.88
18-Aug-22,14.2,0.12
19-Aug-22,18.7,7.33
20-Aug-22,14.3,0.16
21-Aug-22,12.8,20.8
22-Aug-22,13,6.37
23-Aug-22,15.9,18.6
24-Aug-22,25.9,0.27
25-Aug-22,15.6,10.75
26-Aug-22,17.1,5.59
27-Aug-22,15.6,0.69
28-Aug-22,16.5,12.02
29-Aug-22,11.9,16.39
30-Aug-22,8.8,19.89
31-Aug-22,11,10.66
01-Sep-22,10.1,20.9
02-Sep-22,17.2,5.45
03-Sep-22,12.7,20.31
04-Sep-22,12.1,19.74
05-Sep-22,19.6,18.39
06-Sep-22,15.7,4.93
07-Sep-22,16,6.43
08-Sep-22,12.3,1.05
09-Sep-22,12.4,0
10-Sep-22,9,0.01
11-Sep-22,15.1,0.26
12-Sep-22,14.5,2.86
13-Sep-22,18.3,11.31
14-Sep-22,16.2,1.77
15-Sep-22,20.4,8.57
16-Sep-22,13,12.38
17-Sep-22,13.5,6.05
18-Sep-22,23.1,0
19-Sep-22,15.4,0
20-Sep-22,12,25.34
21-Sep-22,15.3,3.2
22-Sep-22,18.7,31.96
23-Sep-22,15,4.13
24-Sep-22,8.7,30.84
25-Sep-22,7.7,8.53
26-Sep-22,13.2,0.57
27-Sep-22,14.9,1.7
28-Sep-22,13.9,3.52
29-Sep-22,13.1,0.05
30-Sep-22,16.4,0.04
01-Oct-22,10.5,0
02-Oct-22,9.9,0
03-Oct-22,8.9,0.2
04-Oct-22,10.5,2.13
05-Oct-22,12.3,45.51
06-Oct-22,11.4,24.72
07-Oct-22,12.5,32.14
08-Oct-22,11.2,17.06
09-Oct-22,9.7,35.95
10-Oct-22,10.9,17.69
11-Oct-22,9.5,27.72
12-Oct-22,7.4,14.3
13-Oct-22,6.7,14.25
14-Oct-22,7.1,20.81
15-Oct-22,4.4,3.75
16-Oct-22,3.6,0
17-Oct-22,3.9,0
18-Oct-22,5.6,0
19-Oct-22,5.1,0
20-Oct-22,2.8,0.01
21-Oct-22,4,0
22-Oct-22,5.3,0
23-Oct-22,5.4,0
24-Oct-22,3.9,0.23
25-Oct-22,4.5,22.19
26-Oct-22,1.7,13.8
27-Oct-22,2.7,3.01
28-Oct-22,0.6,0
29-Oct-22,0.2,0
30-Oct-22,0.9,0
31-Oct-22,1.7,0
01-Nov-22,1.4,0
02-Nov-22,1.2,0
03-Nov-22,1.2,0
04-Nov-22,0.4,0
05-Nov-22,1.7,0
06-Nov-22,1.7,0
07-Nov-22,0.7,0
08-Nov-22,1.7,0
09-Nov-22,1,0
10-Nov-22,0.7,0
11-Nov-22,0.1,0
12-Nov-22,0.5,0
13-Nov-22,0.4,0.06
14-Nov-22,1.2,0
15-Nov-22,1.3,0
16-Nov-22,1,0
17-Nov-22,0.7,0
18-Nov-22,1,0.1
19-Nov-22,1.4,0
20-Nov-22,1.3,0
21-Nov-22,0.5,0
22-Nov-22,1.9,0
23-Nov-22,0.7,0
24-Nov-22,0.8,0
25-Nov-22,1,0
26-Nov-22,1.6,0
27-Nov-22,0.4,0
28-Nov-22,1,0
29-Nov-22,0.5,0
30-Nov-22,1.7,0
01-Dec-22,2.8,0
02-Dec-22,0.4,0
03-Dec-22,0.1,0
04-Dec-22,0.1,0
05-Dec-22,0.7,0
06-Dec-22,1.5,0
07-Dec-22,2.2,0
08-Dec-22,0.3,0
09-Dec-22,0.1,0
10-Dec-22,1.9,0
11-Dec-22,1.6,0
12-Dec-22,0.7,0
13-Dec-22,0.7,0
14-Dec-22,0.5,0
15-Dec-22,1.3,0
16-Dec-22,0.5,0.15
17-Dec-22,0.7,0.03
18-Dec-22,1,0
19-Dec-22,0.6,0
20-Dec-22,0.4,0
21-Dec-22,0.1,0.07
22-Dec-22,0.7,0
23-Dec-22,0.5,0
24-Dec-22,0.6,0
25-Dec-22,1.2,1.96
26-Dec-22,0.4,1
27-Dec-22,1.1,7.82
28-Dec-22,0.9,1.47
29-Dec-22,1.5,0.24
30-Dec-22,0.9,0
31-Dec-22,0.4,0.12
01-Jan-23,0.3,0.01
02-Jan-23,0.3,0
03-Jan-23,0.3,0
04-Jan-23,0.8,0
05-Jan-23,0.3,0
06-Jan-23,0.2,0
07-Jan-23,1.3,0
08-Jan-23,1.3,0
09-Jan-23,0.2,0
10-Jan-23,1.6,0
11-Jan-23,1.7,0
12-Jan-23,0.7,0
13-Jan-23,1,0.8
14-Jan-23,1.7,1.32
15-Jan-23,0.7,2.62
16-Jan-23,0.7,0
18-Jan-23,1.2,0.34
19-Jan-23,0.4,0
20-Jan-23,0.9,0
21-Jan-23,1.5,0.01
22-Jan-23,1.2,0
23-Jan-23,0.7,0
24-Jan-23,1.2,0
25-Jan-23,0.8,0
26-Jan-23,0.2,0
27-Jan-23,0.3,0
28-Jan-23,2.2,0
29-Jan-23,1.9,0
30-Jan-23,2.2,0
31-Jan-23,2,0
01-Feb-23,2.3,0
02-Feb-23,3.1,0
03-Feb-23,1,0
04-Feb-23,2.2,0
05-Feb-23,2.4,0
06-Feb-23,2.1,0
07-Feb-23,1.5,1.18
08-Feb-23,1.2,14.27
09-Feb-23,2.4,0.93
10-Feb-23,1.9,0.11
11-Feb-23,2,0.05
12-Feb-23,1.4,0.01
13-Feb-23,1.5,2.92
14-Feb-23,0.8,0
15-Feb-23,1.9,0
16-Feb-23,2.7,0.76
17-Feb-23,2.1,0
18-Feb-23,1.4,0
19-Feb-23,1.9,0
20-Feb-23,1.9,0.09
21-Feb-23,1,1.46
22-Feb-23,2.6,15.19
23-Feb-23,2.1,16.37
24-Feb-23,2.8,8.27
25-Feb-23,1.6,0
26-Feb-23,2,0
27-Feb-23,0.7,0.07
28-Feb-23,2.5,1.01
01-Mar-23,1.3,0
02-Mar-23,0.8,0
03-Mar-23,1.1,0
04-Mar-23,3.1,0
05-Mar-23,1.4,0
06-Mar-23,1.3,2.89
07-Mar-23,2.2,3.69
08-Mar-23,2.5,0
09-Mar-23,3.1,0
10-Mar-23,2.3,0
11-Mar-23,2.5,0
12-Mar-23,2.4,0
13-Mar-23,2.8,0
14-Mar-23,1.9,0
15-Mar-23,2.2,1.58
16-Mar-23,1.8,11.38
17-Mar-23,2,0
18-Mar-23,1.6,1.6
19-Mar-23,3.3,0.09
20-Mar-23,3.6,11.85
21-Mar-23,3.1,18.15
22-Mar-23,3.8,10.58
23-Mar-23,3.2,27.25
24-Mar-23,2.8,10.94
25-Mar-23,4.1,0.1
26-Mar-23,1.6,3.1
27-Mar-23,4.2,5.54
28-Mar-23,9.1,7.64
29-Mar-23,5.3,3.56
30-Mar-23,2.7,0.09
31-Mar-23,6.7,0.02
01-Apr-23,6,0
02-Apr-23,4.1,25.92
03-Apr-23,3.2,36.72
04-Apr-23,6.1,7.9
05-Apr-23,4.9,11.46
06-Apr-23,3.3,0.26
07-Apr-23,4.2,0
08-Apr-23,4.3,0
09-Apr-23,4.5,0
10-Apr-23,5.2,0
11-Apr-23,6.9,0
12-Apr-23,7.8,0
13-Apr-23,5.7,0
14-Apr-23,7.8,0
15-Apr-23,8.6,0
16-Apr-23,7.1,0
17-Apr-23,6.8,0.11
18-Apr-23,12.7,0.02
19-Apr-23,7,5.26
20-Apr-23,6.2,20.77
21-Apr-23,4,20.53
22-Apr-23,6.8,0.8
23-Apr-23,7.6,1.05
24-Apr-23,11.3,10.28
25-Apr-23,8.1,0
26-Apr-23,7.7,2.08
27-Apr-23,7.9,0.51
28-Apr-23,10,3.34
29-Apr-23,9.9,1.73
30-Apr-23,14.2,3.34
01-May-23,15.9,1.01
02-May-23,18.1,1.25
03-May-23,10.2,5.73
04-May-23,9.6,2.78
05-May-23,11.9,3.74
06-May-23,11.9,16.69
07-May-23,17.4,3.62
08-May-23,17.7,6.5
09-May-23,11.3,0.96
10-May-23,8.6,2.08
11-May-23,9.5,0.14
12-May-23,12.3,1.68
13-May-23,14.8,0
14-May-23,16.6,0
15-May-23,14.9,1.72
16-May-23,17.6,23.64
17-May-23,10.6,35.17
18-May-23,14.8,5.6
19-May-23,15.1,6.53
20-May-23,25.3,8.23
21-May-23,20.4,34.49
22-May-23,19.2,13.77
23-May-23,15.1,0
24-May-23,17.4,3.97
25-May-23,21.1,0.45
26-May-23,19.7,39.3
27-May-23,19.5,21.49
28-May-23,17.3,1.47
29-May-23,25.5,0
30-May-23,23.8,0
31-May-23,11.2,0
01-Jun-23,16,0
02-Jun-23,14.9,1.11
03-Jun-23,22.3,3.78
04-Jun-23,23,2.26
05-Jun-23,15.2,0.02
06-Jun-23,19.2,0
07-Jun-23,20.7,0.06
08-Jun-23,19.2,2.5
09-Jun-23,23,0.89
10-Jun-23,17.6,15.16
11-Jun-23,11.8,23.38
12-Jun-23,23,46.76
14-Jun-23,28.2,32.97
15-Jun-23,33.1,29.15
16-Jun-23,28.4,40.35
17-Jun-23,27.5,38.22
18-Jun-23,20.6,27.78
19-Jun-23,21.8,15.65
20-Jun-23,20.3,23.14
21-Jun-23,26,16.94
22-Jun-23,25,31.73
23-Jun-23,22.6,16.69
24-Jun-23,19.9,6.71
25-Jun-23,17.9,4.49
26-Jun-23,24.1,1
27-Jun-23,20.4,5.14
28-Jun-23,19.6,14.04
29-Jun-23,15.9,11.17
30-Jun-23,21.7,11.12
01-Jul-23,14.8,8.49
02-Jul-23,18.9,19.91
03-Jul-23,24.4,18.72
04-Jul-23,22,5.46
05-Jul-23,28.4,9.21
06-Jul-23,19.7,42.4
07-Jul-23,11.4,56.28
08-Jul-23,21.6,19.28
09-Jul-23,19.8,17.94
10-Jul-23,19.6,16.88
11-Jul-23,17.5,9.67
12-Jul-23,20.2,5.32
13-Jul-23,17.1,11.55
14-Jul-23,17.2,27.09
15-Jul-23,25.5,8.88
16-Jul-23,19.8,56.41
17-Jul-23,18.5,8.71
18-Jul-23,16.9,0.43
19-Jul-23,12.9,0
20-Jul-23,14.5,0.03
21-Jul-23,27.9,14.27
22-Jul-23,21.1,21.45
23-Jul-23,17.1,9.98
24-Jul-23,18.6,18.94
25-Jul-23,15.8,5.81
26-Jul-23,23,6.96
27-Jul-23,15.9,27.16
28-Jul-23,22.9,40.56
29-Jul-23,21.9,42.74
30-Jul-23,15.3,3.14
31-Jul-23,17.2,12.84
01-Aug-23,11.3,0
02-Aug-23,16.1,0
03-Aug-23,12.3,13.43
04-Aug-23,12.4,21.34
05-Aug-23,15.9,18.86
06-Aug-23,16.8,7.46
07-Aug-23,13.4,14.58
08-Aug-23,11.7,15
09-Aug-23,16.4,22.66
10-Aug-23,24.5,11.57
11-Aug-23,12.4,10.14
12-Aug-23,13,16.64
13-Aug-23,15.1,6.2
14-Aug-23,17.5,6.41
15-Aug-23,14.6,0.38
16-Aug-23,15.4,3.62
17-Aug-23,21.9,0.54
18-Aug-23,14.2,7.25
19-Aug-23,18.7,4.15
20-Aug-23,14.3,22.93
21-Aug-23,12.8,18.92
22-Aug-23,13,59.32
23-Aug-23,15.9,11.62
24-Aug-23,25.9,2.33
25-Aug-23,15.6,9.54
26-Aug-23,17.1,15.14
27-Aug-23,15.6,19.86
28-Aug-23,16.5,26.94
29-Aug-23,11.9,4.3
30-Aug-23,8.8,0
31-Aug-23,11,0
01-Sep-23,10.1,3.84
02-Sep-23,17.2,1.16
03-Sep-23,12.7,0
04-Sep-23,12.1,0
05-Sep-23,19.6,0.03
06-Sep-23,15.7,0
07-Sep-23,16,0
08-Sep-23,12.3,1.89
09-Sep-23,12.4,0.13
10-Sep-23,9,9.84
11-Sep-23,15.1,24.98
12-Sep-23,14.5,0.36
13-Sep-23,18.3,2.73
14-Sep-23,16.2,0.87
15-Sep-23,20.4,1.92
16-Sep-23,13,8.28
17-Sep-23,13.5,0.12
18-Sep-23,23.1,0
19-Sep-23,15.4,0.86
20-Sep-23,12,45.65
21-Sep-23,15.3,12.33
22-Sep-23,18.7,16.31
23-Sep-23,15,36.51
24-Sep-23,8.7,10.11
25-Sep-23,7.7,8.83
26-Sep-23,13.2,0.58
27-Sep-23,14.9,0.08
28-Sep-23,13.9,0
29-Sep-23,13.1,0
30-Sep-23,16.4,0
01-Oct-23,10.5,13.75
02-Oct-23,9.9,1.23
03-Oct-23,8.9,29.33
04-Oct-23,10.5,19.82
05-Oct-23,12.3,12.32
06-Oct-23,11.4,25.11
07-Oct-23,12.5,5.89
08-Oct-23,11.2,22.04
09-Oct-23,9.7,25.02
10-Oct-23,10.9,3.36
11-Oct-23,9.5,0.12
12-Oct-23,7.4,3.99
13-Oct-23,6.7,3.34
14-Oct-23,7.1,0
15-Oct-23,4.4,0.26
16-Oct-23,3.6,0
17-Oct-23,3.9,0
18-Oct-23,5.6,0
19-Oct-23,5.1,0
20-Oct-23,2.8,0
21-Oct-23,4,0
22-Oct-23,5.3,0
23-Oct-23,5.4,0
24-Oct-23,3.9,0
25-Oct-23,4.5,0
26-Oct-23,1.7,3.2
27-Oct-23,2.7,0.01
28-Oct-23,0.6,0
29-Oct-23,0.2,0
30-Oct-23,0.9,0
31-Oct-23,1.7,0
01-Nov-23,1.4,0
02-Nov-23,1.2,0
03-Nov-23,1.2,0
04-Nov-23,0.4,0
05-Nov-23,1.7,0.46
06-Nov-23,1.7,0
07-Nov-23,0.7,0
08-Nov-23,1.7,0
09-Nov-23,1,0
10-Nov-23,0.7,0
11-Nov-23,0.1,0
12-Nov-23,0.5,0
13-Nov-23,0.4,0
14-Nov-23,1.2,0
15-Nov-23,1.3,0
16-Nov-23,1,0
17-Nov-23,0.7,0.11
18-Nov-23,1,17.51
19-Nov-23,1.4,0
20-Nov-23,1.3,0
21-Nov-23,0.5,0
22-Nov-23,1.9,0
23-Nov-23,0.7,0
24-Nov-23,0.8,0
25-Nov-23,1,0
26-Nov-23,1.6,0
27-Nov-23,0.4,0
28-Nov-23,1,0
29-Nov-23,0.5,0
30-Nov-23,1.7,0
01-Dec-23,2.8,0
02-Dec-23,0.4,0
03-Dec-23,0.1,0
04-Dec-23,0.1,0
05-Dec-23,0.7,0
06-Dec-23,1.5,0
07-Dec-23,2.2,0
08-Dec-23,0.3,9.16
09-Dec-23,0.1,5.55
10-Dec-23,1.9,0
11-Dec-23,1.6,0
12-Dec-23,0.7,0
13-Dec-23,0.7,0
14-Dec-23,0.5,3.26
15-Dec-23,1.3,0.06
16-Dec-23,0.5,0
17-Dec-23,0.7,0
18-Dec-23,1,0
19-Dec-23,0.6,0
20-Dec-23,0.4,0
21-Dec-23,0.1,0
22-Dec-23,0.7,0
23-Dec-23,0.5,0
24-Dec-23,0.6,0
25-Dec-23,1.2,0
26-Dec-23,0.4,0
27-Dec-23,1.1,0
28-Dec-23,0.9,0
29-Dec-23,1.5,0
30-Dec-23,0.9,0
31-Dec-23,0.4,0
01-Jan-24,0.3,0
02-Jan-24,0.3,0
03-Jan-24,0.3,0
04-Jan-24,0.8,0
05-Jan-24,0.3,0
06-Jan-24,0.2,0
07-Jan-24,1.3,0
08-Jan-24,1.3,0
09-Jan-24,0.2,0
10-Jan-24,1.6,0
11-Jan-24,1.7,0
12-Jan-24,0.7,0
13-Jan-24,1,0
14-Jan-24,1.7,0
15-Jan-24,0.7,0
16-Jan-24,0.7,0
17-Jan-24,1.1,0.18
18-Jan-24,1.2,0
19-Jan-24,0.4,0
20-Jan-24,0.9,0
21-Jan-24,1.5,0
22-Jan-24,1.2,0
23-Jan-24,0.7,0
24-Jan-24,1.2,0
25-Jan-24,0.8,0
26-Jan-24,0.2,0.01
27-Jan-24,0.3,3.35
28-Jan-24,2.2,0
29-Jan-24,1.9,0
30-Jan-24,2.2,0
31-Jan-24,2,0.11
01-Feb-24,2.3,6.37
02-Feb-24,3.1,4.93
03-Feb-24,1,7.09
04-Feb-24,2.2,0.38
05-Feb-24,2.4,0.1
06-Feb-24,2.1,8.41
07-Feb-24,1.5,3.92
08-Feb-24,1.2,0.1
09-Feb-24,2.4,0
10-Feb-24,1.9,0
11-Feb-24,2,0
12-Feb-24,1.4,0
13-Feb-24,1.5,0
14-Feb-24,0.8,0
15-Feb-24,1.9,3.7
16-Feb-24,2.7,0.78
17-Feb-24,2.1,0
18-Feb-24,1.4,7.92
19-Feb-24,1.9,0
20-Feb-24,1.9,0.19
21-Feb-24,1,13.61
22-Feb-24,2.6,0.32
23-Feb-24,2.1,10.64
24-Feb-24,2.8,0.18
25-Feb-24,1.6,0.09
26-Feb-24,2,0.06
27-Feb-24,0.7,0
28-Feb-24,2.5,0
29-Feb-24,0,1.93
01-Mar-24,1.3,0
02-Mar-24,0.8,0
03-Mar-24,1.1,0
04-Mar-24,3.1,0.67
05-Mar-24,1.4,1.66
06-Mar-24,1.3,0
07-Mar-24,2.2,0
08-Mar-24,2.5,0
09-Mar-24,3.1,0
10-Mar-24,2.3,0
11-Mar-24,2.5,0
12-Mar-24,2.4,0
13-Mar-24,2.8,0.09
14-Mar-24,1.9,2.18
15-Mar-24,2.2,10.23
16-Mar-24,1.8,0
17-Mar-24,2,0
18-Mar-24,1.6,0
19-Mar-24,3.3,0
20-Mar-24,3.6,0
